codigo_producto,candidate_id,costo_flete_usd,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg
BR0296,t3_0_c00858,112950.0,par_factible,BR0016|BR0299,3.0,393.708194,293.770813,232.894947,399.70819378400495,299.77081312233565,238.89494672352689,2,4,7,56,142.6053021215781
BR0297,t3_0_c03102,176550.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0298,t3_0_c03102,45150.0,heuristica_9_29,solucion_greedy,3.0,393.727289,293.788159,143.939728,399.7272885511704,299.78815942387143,149.9397278968969,2,4,12,96,142.61273149338265
BR0299,t3_0_c02207,25800.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0300,t3_0_c00086,1007400.0,optima_individual,BR0091,3.0,389.167841,232.941434,218.984337,395.1678408604192,238.94143362717824,224.98433664573355,2,5,8,80,129.27813954894955
BR0301,t3_0_c00897,210300.0,par_factible,BR0339|BR0353,3.0,390.736057,233.523319,258.159667,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0302,t3_0_c00970,1393650.0,par_factible,BR0097|BR0302,3.0,393.79411,233.95096,209.483883,399.7941102208086,239.9509600145156,215.4838825883871,2,5,8,80,130.42712950771136
BR0303,t3_0_c00050,13200.0,optima_individual,BR0043,3.0,390.088344,233.458386,151.41684,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
BR0304,t3_0_c00289,284550.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0305,t3_0_c01248,77400.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0306,t3_0_c01248,2385900.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0307,t3_0_c01248,97050.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0308,t3_0_c01628,75150.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0309,t3_0_c03128,145350.0,heuristica_9_29,solucion_greedy,3.0,392.872364,270.107653,173.764952,398.872364185533,276.1076533255325,179.76495159018242,2,4,10,80,137.61060499715913
BR0310,t3_0_c00635,263400.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0310XL,t3_0_c00890,291600.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0311,t3_0_c02207,132300.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0312,t3_0_c02207,133050.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0313,t3_0_c02207,233100.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0314,t3_0_c01542,842700.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0314XL,t3_0_c03092,821700.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0315,t3_0_c03092,143550.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0316,t3_0_c03010,98850.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0317,t3_0_c03010,99750.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0318,t3_0_c00182,49950.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0319,t3_0_c03010,41700.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0320,t3_0_c00346,25800.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0321,t3_0_c00897,699300.0,par_factible,BR0339|BR0353,3.0,390.736057,233.523319,258.159667,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0322,t3_0_c03152,1093050.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0323,t3_0_c02480,34350.0,par_factible,BR0237|BR0242,3.0,392.449871,292.795882,243.066275,398.4498705515388,298.7958815675927,249.0662748061492,2,4,7,56,142.15000043203497
BR0324,t3_0_c00289,267150.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0325,t3_0_c03047,137550.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0326,t3_0_c01766,162900.0,par_factible,BR0240|BR0326,3.0,392.005463,233.563063,267.654088,398.00546254894135,239.56306271469225,273.6540876220818,2,5,6,60,129.9833894523208
BR0327,t3_0_c03179,145950.0,heuristica_9_29,solucion_greedy,3.0,389.167841,232.941427,280.80289,395.1678411070869,238.94142670775648,286.80288961285345,2,5,6,60,129.27813818855114
BR0328,t3_0_c01230,77550.0,par_factible,BR0050|BR0090,3.0,393.091064,233.867255,227.079559,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0329,t3_0_c00696,71700.0,par_factible,BR0051|BR0331,3.0,392.956524,233.847606,237.597328,398.9565242107511,239.8476058863391,243.59732821825213,2,5,7,70,130.23529665587975
BR0330,t3_0_c01230,77400.0,par_factible,BR0050|BR0090,3.0,393.091064,233.867255,227.079559,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0331,t3_0_c00696,61200.0,par_factible,BR0051|BR0331,3.0,392.956524,233.847606,237.597328,398.9565242107511,239.8476058863391,243.59732821825213,2,5,7,70,130.23529665587975
BR0332,t3_0_c03047,1981050.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0333,t3_0_c02207,136350.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0334,t3_0_c00707,2127600.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0335,t3_0_c00707,84900.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0336,t3_0_c00182,62850.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0337,t3_0_c00086,38700.0,optima_individual,BR0091,3.0,389.167841,232.941434,218.984337,395.1678408604192,238.94143362717824,224.98433664573355,2,5,8,80,129.27813954894955
BR0338,t3_0_c01542,69450.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0339,t3_0_c03137,1654650.0,heuristica_9_29,solucion_greedy,3.0,392.065468,233.576201,262.412062,398.0654683053455,239.57620056399705,268.41206164773905,2,5,6,60,129.99830150241436
BR0340,t3_0_c01628,4051200.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0340XL,t3_0_c00707,4252350.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0341,t3_0_c01230,1118850.0,par_factible,BR0050|BR0090,3.0,393.091064,233.867255,227.079559,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0342,t3_0_c00534,109050.0,par_factible,BR0054|BR0332,3.0,389.502128,263.778633,248.727304,395.5021282188096,269.7786334860466,254.72730384100424,2,4,7,56,135.63318281444572
BR0343,t3_0_c01916,1073250.0,par_factible,BR0142|BR0403,3.0,393.732844,263.792926,337.999198,399.7328442354517,269.79292555839663,343.9991976250494,2,4,5,40,136.49862788865406
BR0344,t3_0_c00635,977250.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0345,t3_0_c02416,1971450.0,par_factible,BR0345|BR0400,3.0,393.891445,293.91955,311.631729,399.8914445734889,299.9195503469279,317.6317288142165,2,4,5,40,142.6729857126232
BR0346,t3_0_c01248,1073250.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0347,t3_0_c01972,1022550.0,par_factible,BR0371|BR0386,3.0,393.288139,293.489679,243.106386,399.2881390569096,299.4896788805418,249.10638553372127,2,4,7,56,142.462348203354
BR0348,t3_0_c01679,445950.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0349,t3_0_c03136,247500.0,heuristica_9_29,solucion_greedy,3.0,393.693338,293.762925,251.100135,399.693338371577,299.7629247160242,257.10013500251296,2,4,7,56,142.60066525741104
BR0350,t3_0_c01628,9000.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0351,t3_0_c01628,167850.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0352,t3_0_c00635,96150.0,par_factible,BR0081|BR0267,3.0,393.771314,271.039531,292.51714,399.77131402006165,277.03953079226386,298.5171397476802,2,4,6,48,137.98386234705922
BR0353,t3_0_c01075,53400.0,par_factible,BR0301|BR0339,3.0,393.666027,232.241197,257.652842,399.6660272535138,238.24119719316985,263.6528415790036,2,5,6,60,130.05244127353384
BR0354,t3_0_c02379,156600.0,par_factible,BR0081|BR0363,3.0,390.071033,269.923725,286.240594,396.0710332904915,275.9237252367458,292.2405943960971,2,4,6,48,137.00198950606264
BR0355,t3_0_c03016,49950.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0356,t3_0_c03047,101700.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0357,t3_0_c00696,49500.0,par_factible,BR0051|BR0331,3.0,392.956524,233.847606,237.597328,398.9565242107511,239.8476058863391,243.59732821825213,2,5,7,70,130.23529665587975
BR0358,t3_0_c01248,23400.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0359,t3_0_c02559,42300.0,par_factible,BR0132|BR0357,3.0,392.81821,233.668485,242.493031,398.8182097959093,239.66848475612596,248.49303079611892,2,5,7,70,130.17057992905916
BR0360,t3_0_c00182,208800.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0361,t3_0_c03010,196050.0,heuristica_9_29,solucion_greedy,3.0,392.705413,292.98322,157.357538,398.7054133979895,298.98321959537503,163.35753751243013,2,4,11,88,142.24029214951366
BR0362,t3_0_c00890,70800.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0363,t3_0_c00890,291900.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0364,t3_0_c00858,216000.0,par_factible,BR0016|BR0299,3.0,393.708194,293.770813,232.894947,399.70819378400495,299.77081312233565,238.89494672352689,2,4,7,56,142.6053021215781
BR0365,t3_0_c01542,201150.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0366,t3_0_c00346,34350.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0367,t3_0_c00182,106350.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0368,t3_0_c01791,210000.0,par_factible,BR0214|BR0419,3.0,391.126314,291.939903,182.262916,397.1263136735645,297.9399027631621,188.2629163892192,2,4,9,72,141.7056506496894
BR0369,t3_0_c00890,137850.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0370,t3_0_c00858,272100.0,par_factible,BR0016|BR0299,3.0,393.708194,293.770813,232.894947,399.70819378400495,299.77081312233565,238.89494672352689,2,4,7,56,142.6053021215781
BR0371,t3_0_c01248,379350.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0372,t3_0_c00890,567450.0,par_factible,BR0075|BR0196,3.0,392.998477,292.581363,264.377584,398.9984769916616,298.5813627949955,270.3775836237519,2,4,6,48,142.21811208698412
BR0373,t3_0_c00012,153600.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0374,t3_0_c01248,42900.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0375,t3_0_c01248,645600.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0376,t3_0_c01248,192600.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0377,t3_0_c01248,83700.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0378,t3_0_c03047,23700.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0379,t3_0_c00707,181950.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0380,t3_0_c00707,329250.0,par_factible,BR0040|BR0356,3.0,393.181387,270.427989,249.766401,399.1813871680308,276.42798896404105,255.7664008327294,2,4,7,56,137.73891460388825
BR0381,t3_0_c01628,72600.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0382,t3_0_c01628,166950.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0383,t3_0_c01628,38700.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0384,t3_0_c01628,48150.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0385,t3_0_c01628,900.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0386,t3_0_c03152,900.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0387,t3_0_c00182,10800.0,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0388,t3_0_c00696,134850.0,par_factible,BR0051|BR0331,3.0,392.956524,233.847606,237.597328,398.9565242107511,239.8476058863391,243.59732821825213,2,5,7,70,130.23529665587975
BR0389,t3_0_c01628,5400.0,par_factible,BR0048|BR0381,3.0,393.486724,267.593672,218.904477,399.48672387632246,273.59367189100425,224.904477067846,2,4,8,64,137.22332227672308
BR0390,t3_0_c03047,9450.0,heuristica_9_29,solucion_greedy,3.0,392.595473,269.820617,250.702224,398.5954728136164,275.820616556795,256.70222430158685,2,4,7,56,137.49563493790242
BR0391,t3_0_c03016,3106650.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0392,t3_0_c01542,70950.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0393,t3_0_c03016,40200.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0394,t3_0_c01868,51900.0,par_factible,BR0324|BR0394,3.0,393.029018,233.78729,200.542615,399.0290175286364,239.78728976744625,206.54261452852631,2,5,8,80,130.2377792652564
BR0395,t3_0_c00289,422550.0,optima_individual,BR0324,3.0,392.775876,262.820945,173.903163,398.7758758779989,268.820945476175,179.90316250500862,2,4,10,80,136.10536622918937
BR0396,t3_0_c01850,1256250.0,par_factible,BR0184|BR0320,3.0,393.132363,293.322218,206.121302,399.1323632756415,299.3222181172732,212.1213021991297,2,4,8,64,142.39644880589492
BR0397,t3_0_c03152,1135200.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0398,t3_0_c00346,166950.0,par_factible,BR0283|BR0397,3.0,393.987118,293.990765,218.995081,399.987117752971,299.9907649062952,224.99508126206416,2,4,8,64,142.7070097164661
BR0399,t3_0_c00012,81750.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0400,t3_0_c00012,53850.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0401,t3_0_c01850,49650.0,par_factible,BR0184|BR0320,3.0,393.132363,293.322218,206.121302,399.1323632756415,299.3222181172732,212.1213021991297,2,4,8,64,142.39644880589492
BR0402,t3_0_c03092,30450.0,heuristica_9_29,solucion_greedy,3.0,392.884541,293.133526,173.678801,398.8845414703037,299.1335255726877,179.6788007569087,2,4,10,80,142.30745505463636
BR0403,t3_0_c00320,900.0,optima_individual,BR0403,3.0,389.167841,232.941434,333.191479,395.1678408604193,238.94143362717824,339.19147872413043,2,5,5,50,129.27813954894955
BR0404,t3_0_c00534,900.0,par_factible,BR0054|BR0332,3.0,389.502128,263.778633,248.727304,395.5021282188096,269.7786334860466,254.72730384100424,2,4,7,56,135.63318281444572
BR0405,t3_0_c01542,750.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0406,t3_0_c00012,1050.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0407,t3_0_c01248,5250.0,par_factible,BR0238|BR0274,3.0,393.698918,293.763528,251.096061,399.6989178206085,299.7635277090286,257.09606102431906,2,4,7,56,142.6019256941156
BR0408,t3_0_c00012,1050.0,optima_individual,BR0007,3.0,393.879447,293.913577,293.899487,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0409,t3_0_c00534,900.0,par_factible,BR0054|BR0332,3.0,389.502128,263.778633,248.727304,395.5021282188096,269.7786334860466,254.72730384100424,2,4,7,56,135.63318281444572
BR0410,t3_0_c01679,15450.0,par_factible,BR0082|BR0196,3.0,392.90581,293.215594,284.165483,398.90581029760335,299.2155938481774,290.1654827158047,2,4,6,48,142.32852276162706
BR0411,t3_0_c02207,7050.0,par_factible,BR0201|BR0284,3.0,393.920216,292.877506,216.874401,399.9202163872421,298.877506314088,222.8744007355222,2,4,8,64,142.46640625919062
BR0412,t3_0_c03152,5850.0,heuristica_9_29,solucion_greedy,3.0,393.987044,293.989933,218.995742,399.987043531577,299.98993336892363,224.9957419419903,2,4,8,64,142.7068250561673
BR0413,t3_0_c01972,5400.0,par_factible,BR0371|BR0386,3.0,393.288139,293.489679,243.106386,399.2881390569096,299.4896788805418,249.10638553372127,2,4,7,56,142.462348203354
BR0414,t3_0_c01542,750.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0415,t3_0_c03137,900.0,heuristica_9_29,solucion_greedy,3.0,392.065468,233.576201,262.412062,398.0654683053455,239.57620056399705,268.41206164773905,2,5,6,60,129.99830150241436
BR0416,t3_0_c01542,750.0,par_factible,BR0146|BR0316,3.0,393.555689,293.708718,173.21741,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0417,t3_0_c02559,6000.0,par_factible,BR0132|BR0357,3.0,392.81821,233.668485,242.493031,398.8182097959093,239.66848475612596,248.49303079611892,2,5,7,70,130.17057992905916
BR0418,t3_0_c02559,8550.0,par_factible,BR0132|BR0357,3.0,392.81821,233.668485,242.493031,398.8182097959093,239.66848475612596,248.49303079611892,2,5,7,70,130.17057992905916
BR0419,t3_0_c02942,90300.0,par_factible,BR0145|BR0198,3.0,386.061665,286.698109,183.141916,392.0616649947685,292.69810890343746,189.1419157562865,2,4,9,72,139.6044391229778
BR0420,t3_0_c03016,429000.0,heuristica_9_29,solucion_greedy,3.0,392.164248,269.373592,193.526251,398.1642482770366,275.37359180220136,199.52625053849133,2,4,9,72,137.31658309464586
BR0421,t3_0_c01120,341850.0,par_factible,BR0020|BR0022,3.0,393.157276,270.402994,216.811719,399.157276011927,276.4029943728752,222.8117190474277,2,4,8,64,137.72890323849177
