"codigo_producto","caja_grosor_mm","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","caja_interior_largo","caja_interior_ancho","caja_interior_alto","perimetro_caja_m","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","caja_tipo_id","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_bakersfield","volumen_producto_planta_monterrey","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","cantidad_productos","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","costo_por_pallet","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_total","costo_pallet_planta_buenos_aires","costo_pallet_planta_curitiba","costo_pallet_planta_santiago","costo_pallet_planta_monterrey","costo_pallet_planta_bakersfield","costo_pallets_total"
"BR0113",3,399.879450675377,299.913580311683,299.899489682015,393.879450675377,293.913580311683,293.899489682015,1.39958606197412,6,2,4,48,0.999075810935959,51,7783,0,0,0,7783,0,0,0,7783,0,0,0,0,0,162.145833333333,162.145833333333,18,136782,31428684,9133218,1691766,9687888,0.6,1735944.6,10,-30,-30,-10,-30,0.66,0.42,0.42,0.54,0.42,150,0,0,0,0,3268.86,3268.86,0,0,0,0,24321.875,24321.875
"BR0114",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,9070,0,0,0,9070,9070,0,0,0,0,188.958333333333,0,0,0,0,188.958333333333,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,5442,0,0,0,0,5442,28343.75,0,0,0,0,28343.75
"BR0115",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,51630,0,0,0,51630,0,0,51630,0,0,0,0,1075.625,0,0,1075.625,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,0,0,21684.6,0,0,21684.6,0,0,161343.75,0,0,161343.75
"BR0116",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,6730,0,0,0,6730,0,6730,0,0,0,0,76.4772727272727,0,0,0,76.4772727272727,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,0,2826.6,0,0,0,2826.6,0,11471.5909090909,0,0,0,11471.5909090909
"BR0117",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,28815,0,0,0,28815,0,0,28815,0,0,0,0,514.553571428571,0,0,514.553571428571,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,0,0,12102.3,0,0,12102.3,0,0,77183.0357142857,0,0,77183.0357142857
"BR0118",3,399.709108395608,299.774039414591,238.891854981838,393.709108395608,293.774039414591,232.891854981838,1.3989662956204,7,2,4,56,0.927649033640618,41,0,16633,0,0,16633,0,16633,0,0,0,0,297.017857142857,0,0,0,297.017857142857,9,0,6935679,0,879984,8400276,0.6,1081062.6,10,-30,10,-10,-30,0.66,0.42,0.66,0.54,0.42,150,0,6985.86,0,0,0,6985.86,0,44552.6785714286,0,0,0,44552.6785714286
"BR0119",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,19719,0,15880,0,35599,0,0,35599,0,0,0,0,494.430555555556,0,0,494.430555555556,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,0,0,14951.58,0,0,14951.58,0,0,74164.5833333333,0,0,74164.5833333333
"BR0120",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,439,0,0,0,439,439,0,0,0,0,6.859375,0,0,0,0,6.859375,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,184.38,0,0,0,0,184.38,1028.90625,0,0,0,0,1028.90625
"BR0121",3,398.71731535038,290.364648791201,359.218365142756,392.71731535038,284.364648791201,353.218365142756,1.37816392828316,5,2,4,40,0.962683709041589,14,0,12373,0,0,12373,0,12373,0,0,0,0,309.325,0,0,0,309.325,4,0,49492,0,0,4629072,0.6,701784.6,10,10,10,10,-30,0.66,0.66,0.66,0.66,0.42,150,0,8166.18,0,0,0,8166.18,0,46398.75,0,0,0,46398.75
"BR0122",3,397.120183611797,289.707138550864,376.895010978098,391.120183611797,283.707138550864,370.895010978098,1.37365464432532,4,2,4,32,0.802985653514282,6,0,14021,0,0,14021,0,14021,0,0,0,0,438.15625,0,0,0,438.15625,2,0,52656,0,0,0,0.6,15796.8,10,0,10,10,10,0.66,0.6,0.66,0.66,0.66,150,0,8412.6,0,0,0,8412.6,0,65723.4375,0,0,0,65723.4375
"BR0123",3,399.879450675377,299.913580311683,299.899489682015,393.879450675377,293.913580311683,293.899489682015,1.39958606197412,6,2,4,48,0.999075810935959,51,1,9195,0,0,9196,0,0,0,9196,0,0,0,0,0,191.583333333333,191.583333333333,18,136782,31428684,9133218,1691766,9687888,0.6,1735944.6,10,-30,-30,-10,-30,0.66,0.42,0.42,0.54,0.42,150,0,0,0,0,3862.32,3862.32,0,0,0,0,28737.5,28737.5
"BR0124",3,397.120183611797,289.707138550864,376.895010978098,391.120183611797,283.707138550864,370.895010978098,1.37365464432532,4,2,4,32,0.802985653514282,6,0,12307,0,0,12307,0,12307,0,0,0,0,384.59375,0,0,0,384.59375,2,0,52656,0,0,0,0.6,15796.8,10,0,10,10,10,0.66,0.6,0.66,0.66,0.66,150,0,7384.2,0,0,0,7384.2,0,57689.0625,0,0,0,57689.0625
"BR0125",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,16473,0,0,0,16473,0,4057,12416,0,0,0,56.3472222222222,172.444444444444,0,0,228.791666666667,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,0,1703.94,5214.72,0,0,6918.66,0,8452.08333333333,25866.6666666667,0,0,34318.75
"BR0126",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,0,58942,0,0,58942,58942,0,0,0,0,1052.53571428571,0,0,0,0,1052.53571428571,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,24755.64,0,0,0,0,24755.64,157880.357142857,0,0,0,0,157880.357142857
"BR0127",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,0,67606,0,0,67606,0,0,67606,0,0,0,0,938.972222222222,0,0,938.972222222222,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,0,0,28394.52,0,0,28394.52,0,0,140845.833333333,0,0,140845.833333333
"BR0128",3,399.600991575886,273.593475697859,221.693409032635,393.600991575886,267.593475697859,215.693409032635,1.34638893454749,8,2,4,64,0.897679508200255,35,5523,0,0,0,5523,0,0,0,0,5523,0,0,0,86.296875,0,86.296875,8,0,0,0,8457616,0,0.6,634321.2,10,10,10,-30,10,0.66,0.66,0.66,0.42,0.66,150,0,0,0,2319.66,0,2319.66,0,0,0,12944.53125,0,12944.53125
"BR0129",3,399.600991575886,273.593475697859,221.693409032635,393.600991575886,267.593475697859,215.693409032635,1.34638893454749,8,2,4,64,0.897679508200255,35,2589,0,0,0,2589,0,0,0,0,2589,0,0,0,40.453125,0,40.453125,8,0,0,0,8457616,0,0.6,634321.2,10,10,10,-30,10,0.66,0.66,0.66,0.42,0.66,150,0,0,0,1087.38,0,1087.38,0,0,0,6067.96875,0,6067.96875
"BR0130",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,0,116047,0,0,116047,0,116047,0,0,0,0,2417.64583333333,0,0,0,2417.64583333333,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,0,48739.74,0,0,0,48739.74,0,362646.875,0,0,0,362646.875
"BR0131",3,399.828921779431,299.877356999302,271.931420790883,393.828921779431,293.877356999302,265.931420790883,1.39941255755747,6,2,4,48,0.905679987311111,48,0,49927,0,0,49927,0,0,0,49927,0,0,0,0,0,1040.14583333333,1040.14583333333,14,374374,7437836,18446778,185668,2225328,0.6,1228713.6,0,-30,-30,10,-20,0.6,0.42,0.42,0.66,0.48,150,0,0,0,0,23964.96,23964.96,0,0,0,0,156021.875,156021.875
"BR0132",3,399.644347892194,239.933489959603,250.37433488558,393.644347892194,233.933489959603,244.37433488558,1.27915567570359,7,2,5,70,0.972542651688049,37,44079,0,0,0,44079,6883,15672,10257,6101,5166,98.3285714285714,223.885714285714,146.528571428571,73.8,87.1571428571429,629.7,7,1177134,152922,147007,50407,59535,0.6,136029,-20,0,0,10,10,0.48,0.6,0.6,0.66,0.66,150,3303.84,9403.2,6154.2,3409.56,4026.66,26297.46,14749.2857142857,33582.8571428571,21979.2857142857,11070,13073.5714285714,94455
"BR0133",3,399.644347892194,239.933489959603,250.37433488558,393.644347892194,233.933489959603,244.37433488558,1.27915567570359,7,2,5,70,0.972542651688049,37,17249,0,117,0,17366,2712,6174,4041,2404,2035,38.7428571428571,88.2,57.7285714285714,29.0714285714286,34.3428571428571,248.085714285714,7,1177134,152922,147007,50407,59535,0.6,136029,-20,0,0,10,10,0.48,0.6,0.6,0.66,0.66,150,1301.76,3704.4,2424.6,1343.1,1586.64,10360.5,5811.42857142857,13230,8659.28571428571,4360.71428571429,5151.42857142857,37212.8571428571
"BR0134",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,0,0,913986,1620,915606,827898,0,87708,0,0,17247.875,0,1827.25,0,0,19075.125,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,347717.16,0,36837.36,0,0,384554.52,2587181.25,0,274087.5,0,0,2861268.75
"BR0135",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,1,0,46668,0,46669,46669,0,0,0,0,972.270833333333,0,0,0,0,972.270833333333,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,19600.98,0,0,0,0,19600.98,145840.625,0,0,0,0,145840.625
"BR0136",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,2,0,175960,0,175962,101927,74035,0,0,0,2123.47916666667,1542.39583333333,0,0,0,3665.875,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,42809.34,31094.7,0,0,0,73904.04,318521.875,231359.375,0,0,0,549881.25
"BR0136XL",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,2,0,188628,0,188630,109265,79365,0,0,0,2276.35416666667,1653.4375,0,0,0,3929.79166666667,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,45891.3,33333.3,0,0,0,79224.6,341453.125,248015.625,0,0,0,589468.75
"BR0137",3,399.877441753675,277.234396359934,298.438073667139,393.877441753675,271.234396359934,292.438073667139,1.35422367622722,6,2,4,48,0.919021653979895,50,591,0,371434,676,372701,0,347390,25311,0,0,0,7237.29166666667,527.3125,0,0,7764.60416666667,9,0,9281511,4539762,0,0,0.6,921418.2,10,-30,-30,10,10,0.66,0.42,0.42,0.66,0.66,150,0,145903.8,10630.62,0,0,156534.42,0,1085593.75,79096.875,0,0,1164690.625
"BR0138",3,396.08834787281,239.458388343332,157.416841079885,390.08834787281,233.458388343332,151.416841079885,1.27109347243228,11,2,5,110,0.950434651711263,4,1754,0,0,0,1754,1754,0,0,0,0,15.9454545454545,0,0,0,0,15.9454545454545,6,217344,0,0,0,0,0.6,21734.4,0,10,10,10,10,0.6,0.66,0.66,0.66,0.66,150,1052.4,0,0,0,0,1052.4,2391.81818181818,0,0,0,0,2391.81818181818
"BR0139",3,399.403325358649,299.531366951489,290.889912118574,393.403325358649,293.531366951489,284.889912118574,1.39786938462028,6,2,4,48,0.966674237571528,30,68737,640,2371,0,71748,0,71748,0,0,0,0,1494.75,0,0,0,1494.75,14,15200626,9823324,16858856,0,0,0.6,1794977.4,-30,-30,-30,10,10,0.42,0.42,0.42,0.66,0.66,150,0,30134.16,0,0,0,30134.16,0,224212.5,0,0,0,224212.5
"BR0140",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,0,16510,0,0,16510,0,16510,0,0,0,0,294.821428571429,0,0,0,294.821428571429,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,0,6934.2,0,0,0,6934.2,0,44223.2142857143,0,0,0,44223.2142857143
"BR0141",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,0,57749,0,0,57749,0,57749,0,0,0,0,1031.23214285714,0,0,0,1031.23214285714,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,0,24254.58,0,0,0,24254.58,0,154684.821428571,0,0,0,154684.821428571
"BR0142",3,399.73284817278,269.792928196326,343.999201005041,393.73284817278,263.792928196326,337.999201005041,1.33905155273821,5,2,4,40,0.858764507415755,43,29780,0,0,0,29780,0,29780,0,0,0,0,744.5,0,0,0,744.5,4,0,5649776,777064,0,0,0.6,964026,10,-30,-20,10,10,0.66,0.42,0.48,0.66,0.66,150,0,12507.6,0,0,0,12507.6,0,111675,0,0,0,111675
"BR0143",3,399.693335084587,299.762924302295,257.100144978147,393.693335084587,293.762924302295,251.100144978147,1.39891251877376,7,2,4,56,0.998277846887019,38,1,0,280408,0,280409,0,0,0,0,280409,0,0,0,5007.30357142857,0,5007.30357142857,28,29084916,14313292,21513156,8963136,15359960,0.6,1912167,-30,-30,-30,-20,-30,0.42,0.42,0.42,0.48,0.42,150,0,0,0,134596.32,0,134596.32,0,0,0,751095.535714286,0,751095.535714286
"BR0144",3,399.379355375369,273.94279801479,224.900112316767,393.379355375369,267.94279801479,218.900112316767,1.34664430678032,8,2,4,64,0.911321060986652,28,145057,0,142,0,145199,0,0,0,0,145199,0,0,0,2268.734375,0,2268.734375,21,3772230,41724522,10938375,41193306,20265210,0.6,3368389.8,-20,-30,-30,-30,-30,0.48,0.42,0.42,0.42,0.42,150,0,0,0,60983.58,0,60983.58,0,0,0,340310.15625,0,340310.15625
"BR0145",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,75881,0,6659,0,82540,0,54263,4459,0,23818,0,678.2875,55.7375,297.725,0,1031.75,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,0,22790.46,2140.32,11432.64,0,36363.42,0,101743.125,8360.625,44658.75,0,154762.5
"BR0146",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,72723,0,612,0,73335,0,16673,0,0,56662,0,208.4125,0,708.275,0,916.6875,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,0,7002.66,0,27197.76,0,34200.42,0,31261.875,0,106241.25,0,137503.125
"BR0147",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,848709,0,5662,521,854892,0,546731,308161,0,0,0,8542.671875,4815.015625,0,0,13357.6875,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,0,229627.02,129427.62,0,0,359054.64,0,1281400.78125,722252.34375,0,0,2003653.125
"BR0148",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,270283,0,53794,711,324788,0,192086,132702,0,0,0,2667.86111111111,1843.08333333333,0,0,4510.94444444444,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,0,80676.12,55734.84,0,0,136410.96,0,400179.166666667,276462.5,0,0,676641.666666667
"BR0149",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,36155,0,0,0,36155,0,0,36155,0,0,0,0,451.9375,0,0,451.9375,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,0,0,17354.4,0,0,17354.4,0,0,67790.625,0,0,67790.625
"BR0150",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,119670,0,14610,0,134280,0,104569,29711,0,0,0,1452.34722222222,412.652777777778,0,0,1865,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,0,43918.98,12478.62,0,0,56397.6,0,217852.083333333,61897.9166666667,0,0,279750
"BR0151",3,399.987041795387,299.989934108923,224.995748919131,393.987041795387,293.989934108923,218.995748919131,1.39995395180862,8,2,4,64,0.999915160158415,57,9270,0,86155,0,95425,0,0,95425,0,0,0,0,1491.015625,0,0,1491.015625,11,387563,6356361,9581121,3509,3564,0.6,890842.8,0,-30,-30,10,10,0.6,0.42,0.42,0.66,0.66,150,0,0,40078.5,0,0,40078.5,0,0,223652.34375,0,0,223652.34375
"BR0152",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,118353,0,0,0,118353,0,0,118353,0,0,0,0,1849.265625,0,0,1849.265625,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,0,0,49708.26,0,0,49708.26,0,0,277389.84375,0,0,277389.84375
"BR0153",3,399.707692424025,269.789457249705,252.609612684429,393.707692424025,263.789457249705,246.609612684429,1.33899429934746,7,2,4,56,0.882798614033888,40,157859,0,15345,0,173204,0,0,173204,0,0,0,0,3092.92857142857,0,0,3092.92857142857,10,680,5815640,5053100,510,610,0.6,652232.4,10,-30,-30,10,10,0.66,0.42,0.42,0.66,0.66,150,0,0,72745.68,0,0,72745.68,0,0,463939.285714286,0,0,463939.285714286
"BR0154",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,172895,0,9735,0,182630,0,106658,75972,0,0,0,1666.53125,1187.0625,0,0,2853.59375,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,0,44796.36,31908.24,0,0,76704.6,0,249979.6875,178059.375,0,0,428039.0625
"BR0155",3,399.84631838546,299.882265270826,212.352365791362,393.84631838546,293.882265270826,206.352365791362,1.39945716731257,8,2,4,64,0.9430554385762,49,17826,0,36184,0,54010,0,54010,0,0,0,0,843.90625,0,0,0,843.90625,8,0,6271120,0,0,2359384,0.6,647287.8,10,-30,10,10,-20,0.66,0.42,0.66,0.66,0.48,150,0,22684.2,0,0,0,22684.2,0,126585.9375,0,0,0,126585.9375
"BR0156",3,399.789976507924,298.39926405273,178.172392210324,393.789976507924,292.39926405273,172.172392210324,1.39637848112131,10,2,4,80,0.984048058693944,44,7162,0,8786,0,15948,0,0,15948,0,0,0,0,199.35,0,0,199.35,8,0,0,849440,0,6262376,0.6,533386.2,10,10,-20,10,-30,0.66,0.66,0.48,0.66,0.42,150,0,0,7655.04,0,0,7655.04,0,0,29902.5,0,0,29902.5
"BR0157",3,399.397607007077,299.568154721256,255.904557806744,393.397607007077,293.568154721256,249.904557806744,1.39793152345667,7,2,4,56,0.992255266339286,29,145653,0,311710,0,457363,0,0,457363,0,0,0,0,8167.19642857143,0,0,8167.19642857143,2,0,0,2678974,0,0,0.6,803692.2,10,10,-30,10,10,0.66,0.66,0.42,0.66,0.66,150,0,0,192092.46,0,0,192092.46,0,0,1225079.46428571,0,0,1225079.46428571
"BR0158",3,399.555692758424,299.7087205161,179.217411522359,393.555692758424,293.7087205161,173.217411522359,1.39852882654905,10,2,4,80,0.993580710943846,34,14567,0,3885,0,18452,0,18452,0,0,0,0,230.65,0,0,0,230.65,31,29736998,33095755,3208686,10585229,15891313,0.6,1790670.6,-30,-30,-20,-20,-30,0.42,0.42,0.48,0.48,0.42,150,0,7749.84,0,0,0,7749.84,0,34597.5,0,0,0,34597.5
"BR0159",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,210670,0,116562,0,327232,0,327232,0,0,0,0,3718.54545454545,0,0,0,3718.54545454545,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,0,137437.44,0,0,0,137437.44,0,557781.818181818,0,0,0,557781.818181818
"BR0160",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,83389,0,76978,0,160367,0,160367,0,0,0,0,1822.35227272727,0,0,0,1822.35227272727,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,0,67354.14,0,0,0,67354.14,0,273352.840909091,0,0,0,273352.840909091
"BR0161",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,20307,0,3310,0,23617,3688,8397,5495,3269,2768,51.2222222222222,116.625,76.3194444444444,38.4444444444444,45.4027777777778,328.013888888889,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,1548.96,3526.74,2307.9,1660.8,1569.12,10613.52,7683.33333333333,17493.75,11447.9166666667,5766.66666666667,6810.41666666667,49202.0833333333
"BR0162",3,399.464172072871,299.587905218947,219.748735251768,393.464172072871,293.587905218947,213.748735251768,1.39810415458364,8,2,4,64,0.974012947325199,32,25936,0,85023,0,110959,110959,0,0,0,0,1733.734375,0,0,0,0,1733.734375,25,13163925,24203000,19799650,1645275,2645925,0.6,1474986.6,-30,-30,-30,-10,-20,0.42,0.42,0.42,0.54,0.48,150,46602.78,0,0,0,0,46602.78,260060.15625,0,0,0,0,260060.15625
"BR0163",3,399.84631838546,299.882265270826,212.352365791362,393.84631838546,293.882265270826,206.352365791362,1.39945716731257,8,2,4,64,0.9430554385762,49,54508,0,1126,0,55634,0,55634,0,0,0,0,869.28125,0,0,0,869.28125,8,0,6271120,0,0,2359384,0.6,647287.8,10,-30,10,10,-20,0.66,0.42,0.66,0.66,0.48,150,0,23366.28,0,0,0,23366.28,0,130392.1875,0,0,0,130392.1875
"BR0164",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,8674,0,173,0,8847,0,8847,0,0,0,0,100.534090909091,0,0,0,100.534090909091,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,0,3715.74,0,0,0,3715.74,0,15080.1136363636,0,0,0,15080.1136363636
"BR0165",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,202,0,12284,0,12486,12486,0,0,0,0,173.416666666667,0,0,0,0,173.416666666667,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,5244.12,0,0,0,0,5244.12,26012.5,0,0,0,0,26012.5
"BR0166",3,399.727283445585,299.78815753376,149.939735003316,393.727283445585,293.78815753376,143.939735003316,1.39903088195869,12,2,4,96,0.998211339288231,42,20501,0,9443,0,29944,4676,10646,6968,4145,3509,48.7083333333333,110.895833333333,72.5833333333333,36.5520833333333,43.1770833333333,311.916666666667,6,59790,139188,99384,44874,903528,0.6,124676.4,10,0,10,10,-20,0.66,0.6,0.66,0.66,0.48,150,3086.16,6387.6,4598.88,2315.94,1989.6,18378.18,7306.25,16634.375,10887.5,5482.8125,6476.5625,46787.5
"BR0167",3,398.705408975371,298.983218032755,163.357544839731,392.705408975371,292.983218032755,157.357544839731,1.39537725401625,11,2,4,88,0.991692596752447,13,3705,0,0,0,3705,579,1317,862,513,434,6.57954545454545,14.9659090909091,9.79545454545454,4.93181818181818,5.82954545454545,42.1022727272727,15,2084415,11326320,83385,496680,1066470,0.6,602290.8,-20,-30,10,0,-10,0.48,0.42,0.66,0.6,0.54,150,277.92,553.14,568.92,260.4,277.02,1937.4,986.931818181818,2244.88636363636,1469.31818181818,739.772727272727,874.431818181818,6315.34090909091
"BR0168",3,399.4566572862,299.559680438227,199.726211629175,393.4566572862,293.559680438227,193.726211629175,1.39803267544885,9,2,4,72,0.995810829214127,31,43270,0,2963,3548,49781,7774,17699,11584,6890,5834,107.972222222222,245.819444444444,160.888888888889,81.0277777777778,95.6944444444444,691.402777777778,26,14612468,14809158,44233852,878410,3754218,0.6,1806648.6,-30,-30,-30,0,-20,0.42,0.42,0.42,0.6,0.48,150,3265.08,7433.58,4865.28,3500.4,3307.2,22371.54,16195.8333333333,36872.9166666667,24133.3333333333,12154.1666666667,14354.1666666667,103710.416666667
