"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total","capas_apiladas","peso_capas_superiores_kg","cumple_resistencia","utilizacion_cajas"
"BR0222","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",83,2.7,393,255,199,398.4,260.4,204.4,1800,800,1200,8,2,4,64,0.785375658666667,19942785,21205142.784,1728000000,1.3176,0.06,730,98.0477064220183,11159,47885,0,0,59044,0,59044,0,0,0,0,923,0,0,0,923,0,28341.12,0,0,0,0,138450,0,0,0,138450,28341.12,8,31.5,TRUE,0.00296066973594711
"BR0223","Brocoli zigzag - clasico - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,954,54391,0,0,55345,0,48316,7029,0,0,0,672,98,0,0,770,0,23191.68,3795.66,0,0,0,100800,14700,0,0,115500,26987.34,9,54,TRUE,0.00300142736594583
"BR0224","9 bolsas de 0,5 kg | Dippers de brocoli","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"3ef63ea58bdc563a0f889a62b3874119",47,2.7,393,255,148,398.4,260.4,153.4,1800,800,1200,11,2,4,88,0.810446970666667,14831820,15914231.424,1728000000,1.3176,0.06,730,98.0477064220183,10207,26712,0,0,36919,0,36919,0,0,0,0,420,0,0,0,420,0,22151.4,0,0,0,0,63000,0,0,0,63000,22151.4,11,45,TRUE,0.00248917530013174
"BR0225","BonsaiGreen Corte rustico de brocoli 9 x 0,75 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"8f6cdeebd6a09f639e27ef1cbb567311",108,4.1,383,248,154,391.2,256.2,162.2,1800,800,1200,11,2,4,88,0.827880694666667,14627536,16256566.368,1728000000,1.2948,0.08,1200,158.385321100917,3640,72397,0,0,76037,0,76037,0,0,0,0,865,0,0,0,865,0,44481.645,0,0,0,0,129750,0,0,0,129750,44481.645,11,67.5,TRUE,0.00519820973265764
"BR0226","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 11 packs de 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.25,"11 X 0,75 KG",11,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,3212,18277,0,0,21489,0,7303,14186,0,0,0,102,198,0,0,300,0,3505.44,7660.44,0,0,0,15300,29700,0,0,45000,11165.88,9,66,TRUE,0.0011653748787932
"BR0227","Brocoli zigzag - sazonado - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X0,8 KG",9,0.8,"8f61ca662a88d3f0432d0d6a0cfbf2ee",107,4.1,383,248,179,391.2,256.2,187.2,1800,800,1200,9,2,4,72,0.781758432,17002136,18762202.368,1728000000,1.2948,0.08,1200,158.385321100917,1727,63340,0,0,65067,0,65067,0,0,0,0,904,0,0,0,904,0,38064.195,0,0,0,0,135600,0,0,0,135600,38064.195,9,54,TRUE,0.00382698973823054
"BR0228","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,5200,30741,0,0,35941,0,5834,30107,0,0,0,82,419,0,0,501,0,2800.32,16257.78,0,0,0,12300,62850,0,0,75150,19058.1,9,54,TRUE,0.00194912459950237
"BR0229","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",83,2.7,393,255,199,398.4,260.4,204.4,1800,800,1200,8,2,4,64,0.785375658666667,19942785,21205142.784,1728000000,1.3176,0.06,730,98.0477064220183,2,163733,0,0,163735,0,143834,19901,0,0,0,2248,311,0,0,2559,0,69040.32,13134.66,0,0,0,337200,46650,0,0,383850,82174.98,8,31.5,TRUE,0.00821023743674718
"BR0230","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 9 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",6.75,"9 X 0,75 KG",9,0.75,"ad82db0ca04dc6e4f24560b7e49b6000",137,2.7,395,296,138,400,301.4,143.4,1800,800,1200,12,2,3,72,0.720346,16134960,17288304,1728000000,1.4028,0.06,730,104.387767584098,164,2062,0,0,2226,0,511,1715,0,0,0,8,24,0,0,32,0,337.26,1131.9,0,0,0,1200,3600,0,0,4800,1469.16,12,74.25,TRUE,0.000137961296464323
"BR0231","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"a778b11e4e4ba54e29a39958cb07f4f2",127,2.7,395,296,168,400,301.4,173.4,1800,800,1200,10,2,3,60,0.725871666666667,19642560,20905104,1728000000,1.4028,0.06,730,104.387767584098,2,1901,0,0,1903,0,0,1903,0,0,0,0,32,0,0,32,0,0,1255.98,0,0,0,0,4800,0,0,4800,1255.98,10,60.75,TRUE,9.68814655523516e-05
"BR0232","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref D2J","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,11594,0,0,0,11594,0,0,11594,0,0,0,0,242,0,0,242,0,0,5275.27,0,0,0,0,36300,0,0,36300,5275.27,6,62.5,TRUE,0.000410241879234755
"BR0233","Brocoli en rejilla - sazonado - Caja de 5 packs de 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"02cf77de65b70dd77905e2e33d78478f",1,2.7,395,296,291,400,301.4,296.4,1800,800,1200,6,2,3,36,0.744458,34023720,35733984,1728000000,1.4028,0.06,730,104.387767584098,0,1,443343,0,443344,0,0,443344,0,0,0,0,12316,0,0,12316,0,0,212805.12,0,0,0,0,1847400,0,0,1847400,212805.12,6,62.5,TRUE,0.0130304387644855
"BR0234","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,62225,0,1,0,62226,0,62226,0,0,0,0,865,0,0,0,865,0,29868.48,0,0,0,0,129750,0,0,0,129750,29868.48,9,100,FALSE,0.00337459245231448
"BR0235","5 bolsas de 2,5 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"c68517097037ec6420e21676ab2f1609",159,2.5,393,255,265,398,260,270,1800,800,1200,6,2,4,48,0.7761,26556975,27939600,1728000000,1.316,0.06,600,80.4892966360856,8667,0,2659,0,11326,11326,0,0,0,0,236,0,0,0,0,236,7475.16,0,0,0,0,35400,0,0,0,0,35400,7475.16,6,62.5,TRUE,0.000426479295928847
"BR0236","Rosti de brocoli - clasico - Caja de 5 packs de 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5kg",5,2.5,"6bf7838d3709d8f15fdad06ed6484d8e",88,2.5,393,255,260,398,260,265,1800,800,1200,6,2,4,48,0.761727777777778,26055900,27422200,1728000000,1.316,0.06,600,80.4892966360856,80935,0,5395,0,86330,86330,0,0,0,0,1799,0,0,0,0,1799,46618.2,0,0,0,0,269850,0,0,0,0,269850,46618.2,6,62.5,TRUE,0.00331326110401099
"BR0237","BonsaiGreen Brocoli ondulado 5 x 2,5 kg","Brocoli ondulado","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"746ba2b15e87d0070b74ecc07f6ca350",96,4.1,388,288,229,396.2,296.2,237.2,1800,800,1200,7,2,4,56,0.902107926740741,25589376,27836473.168,1728000000,1.3848,0.08,1200,169.394495412844,16762,1,0,0,16763,0,0,16763,0,0,0,0,300,0,0,300,0,0,11985.545,0,0,0,0,45000,0,0,45000,11985.545,7,75,TRUE,0.00065507654426587
"BR0238","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 1,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",8.75,"5 X 1,75 KG",5,1.75,"9c72b7ef9f82b991ef05900066e9dc1b",114,4.8,380,282,271,389.6,291.6,280.6,1800,800,1200,6,2,4,48,0.885506256,29040360,31878225.216,1728000000,1.3624,0.1,1550,215.261977573904,196,0,38089,0,38285,0,0,38285,0,0,0,0,798,0,0,798,0,0,26799.5,0,0,0,0,119700,0,0,119700,26799.5,6,43.75,TRUE,0.00131833765146162
"BR0239","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",111,4.1,383,248,253,391.2,256.2,261.2,1800,800,1200,6,2,4,48,0.727191248,24030952,26178884.928,1728000000,1.2948,0.08,1200,158.385321100917,1534176,2,9,1004,1535191,0,1165678,369513,0,0,0,24285,7699,0,0,31984,0,530383.49,192146.76,0,0,0,3642750,1154850,0,0,4797600,722530.25,6,62.5,TRUE,0.0638839027267834
"BR0240","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",111,4.1,383,248,253,391.2,256.2,261.2,1800,800,1200,6,2,4,48,0.727191248,24030952,26178884.928,1728000000,1.2948,0.08,1200,158.385321100917,1,0,146137,0,146138,0,110963,35175,0,0,0,2312,733,0,0,3045,0,50488.165,18291,0,0,0,346800,109950,0,0,456750,68779.165,6,62.5,TRUE,0.006081240560091
"BR0241","5 bolsas de 2,5 kg | Gajos de brocoli sazonado","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"537ef1ac28efdb45dee0d50d3e1f8274",65,4.8,380,282,251,389.6,291.6,260.6,1800,800,1200,6,2,4,48,0.822391056,26897160,29606078.016,1728000000,1.3624,0.1,1550,215.261977573904,8244,0,13085,0,21329,0,21329,0,0,0,0,445,0,0,0,445,0,14930.3,0,0,0,0,66750,0,0,0,66750,14930.3,6,62.5,TRUE,0.000792983348427864
"BR0242","5 bolsas de 1,75 kg | Rodajas de brocoli","Rodajas de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,102787,0,0,0,102787,0,102787,0,0,0,0,2142,0,0,0,2142,0,53449.24,0,0,0,0,321300,0,0,0,321300,53449.24,6,43.75,TRUE,0.0036801399260184
"BR0243","5 bolsas de 2,5 kg | Brocoli en rejilla sazonado, con cabo | Ref XZ2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,733361,28205,119454,0,881020,0,0,881020,0,0,0,0,18355,0,0,18355,0,0,400864.1,0,0,0,0,2753250,0,0,2753250,400864.1,6,62.5,TRUE,0.0281997977854731
"BR0244","Espirales de brocoli - sazonado, con cabo - Caja de 5 packs de 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,541199,0,6696,0,547895,0,0,547895,0,0,0,0,11415,0,0,11415,0,0,249292.225,0,0,0,0,1712250,0,0,1712250,249292.225,6,62.5,TRUE,0.019616588330877
"BR0245","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref AD9","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"a49d6ed97efd5ce792072d9ef9acf630",124,4.6,378,245,235,387.2,254.2,244.2,1800,800,1200,7,2,4,56,0.778934327111111,21763350,24035687.808,1728000000,1.2828,0.1,1450,189.608562691131,20724,0,0,0,20724,20724,0,0,0,0,371,0,0,0,0,371,14506.8,0,0,0,0,55650,0,0,0,0,55650,14506.8,7,66,TRUE,0.000952243105955655
"BR0246","Bocaditos inflados de brocoli - clasico - Caja de 11 packs de 1 kg","Bocaditos inflados de brocoli","Forma estable","Snacks y aperitivos - Base Brocoli","Snacks y aperitivos","Forma",11,"11 X 1 KG",11,1,"ef2c4cbdd2be88c4d7a73fe0a429c842",194,4.6,378,245,245,387.2,254.2,254.2,1800,800,1200,7,2,4,56,0.810831719703704,22689450,25019950.208,1728000000,1.2828,0.1,1450,189.608562691131,152096,0,1255,0,153351,153351,0,0,0,0,2739,0,0,0,0,2739,85876.56,0,0,0,0,410850,0,0,0,0,410850,85876.56,7,66,TRUE,0.00675869181491839
"BR0247","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 3BS","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2.5 KG",2.5,2.5,"5c09a821f787019adf0ee74c5cc31985",72,4.1,385,255,318,393.2,263.2,326.2,1800,800,1200,5,2,4,40,0.781447136296296,31219650,33758516.288,1728000000,1.3128,0.08,1200,160.587155963303,2,0,660044,742,660788,0,660788,0,0,0,0,16520,0,0,0,16520,0,300658.54,0,0,0,0,2478000,0,0,0,2478000,300658.54,5,50,TRUE,0.0211657721979587
"BR0248","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref EBV","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,0,0,576148,0,576148,576148,0,0,0,0,14404,0,0,0,0,14404,241982.16,0,0,0,0,2160600,0,0,0,0,2160600,241982.16,5,50,TRUE,0.0167424533017168
"BR0249","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref MO1","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,0,282539,0,282539,0,282539,0,0,0,0,5887,0,0,0,5887,0,128555.245,0,0,0,0,883050,0,0,0,883050,128555.245,6,62.5,TRUE,0.00888653750538466
"BR0250","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref HQ9","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,0,13200,0,13200,0,13200,0,0,0,0,275,0,0,0,275,0,6006,0,0,0,0,41250,0,0,0,41250,6006,6,62.5,TRUE,0.0004151720472964
"BR0251","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref KYM","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 kg",5,2.5,"60f9d051a89c1302333f9987840f1831",78,4.1,385,255,328,393.2,263.2,336.2,1800,800,1200,5,2,4,40,0.80540321037037,32201400,34793418.688,1728000000,1.3128,0.08,1200,160.587155963303,0,0,120133,0,120133,0,120133,0,0,0,0,3004,0,0,0,3004,0,54660.515,0,0,0,0,450600,0,0,0,450600,54660.515,5,50,TRUE,0.00373067630599912
"BR0252","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 9HL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"60f9d051a89c1302333f9987840f1831",78,4.1,385,255,328,393.2,263.2,336.2,1800,800,1200,5,2,4,40,0.80540321037037,32201400,34793418.688,1728000000,1.3128,0.08,1200,160.587155963303,0,0,1165084,5540,1170624,0,1170624,0,0,0,0,29266,0,0,0,29266,0,532633.92,0,0,0,0,4389900,0,0,0,4389900,532633.92,5,50,TRUE,0.0363532020346941
"BR0253","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 6DP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,0,0,1913149,0,1913149,1913149,0,0,0,0,47829,0,0,0,0,47829,803522.58,0,0,0,0,7174350,0,0,0,0,7174350,803522.58,5,50,TRUE,0.0555947565412468
"BR0254","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref 7FD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,0,0,39317,0,39317,39317,0,0,0,0,983,0,0,0,0,983,16513.14,0,0,0,0,147450,0,0,0,0,147450,16513.14,5,50,TRUE,0.00114252420639072
"BR0255","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref UW8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"11b35a29e8327acfb5f714e16d96040c",7,4.1,379,268,363,387.2,276.2,371.2,1800,800,1200,4,2,4,32,0.735145377185185,36870636,39697850.368,1728000000,1.3268,0.08,1200,162.299694189602,0,0,702946,4513,707459,0,0,0,0,707459,0,0,0,0,22109,22109,0,0,0,0,321893.845,0,0,0,0,3316350,3316350,321893.845,4,37.5,TRUE,0.0191875995846668
"BR0256","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref R0L","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 kg",5,2.5,"4f15606db1c337e2b9460243b25326d4",61,4.1,379,268,358,387.2,276.2,366.2,1800,800,1200,4,2,4,32,0.725243095703704,36362776,39163127.168,1728000000,1.3268,0.08,1200,162.299694189602,0,0,408317,0,408317,0,0,0,0,408317,0,0,0,0,12760,12760,0,0,0,0,212324.84,0,0,0,0,1914000,1914000,212324.84,4,37.5,TRUE,0.011228983177742
"BR0257","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 9HL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,0,114566,1136,115702,0,62721,52981,0,0,0,1307,1104,0,0,2411,0,28538.055,30993.885,0,0,0,196050,165600,0,0,361650,59531.94,6,62.5,TRUE,0.00363910880426424
"BR0258","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref EBV","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,0,128133,503,128636,0,128636,0,0,0,0,2680,0,0,0,2680,0,58529.38,0,0,0,0,402000,0,0,0,402000,58529.38,6,62.5,TRUE,0.00404591450575907
"BR0259","5 bolsas de 2,5 kg | Corte rustico de brocoli | Ref VYR","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"d85b31778b741c8bdb462d9f332e56d2",176,4.1,383,248,244,391.2,256.2,252.2,1800,800,1200,7,2,4,56,0.819157369333333,23176096,25276855.968,1728000000,1.2948,0.08,1200,158.385321100917,0,0,38639,0,38639,0,38639,0,0,0,0,690,0,0,0,690,0,25115.35,0,0,0,0,103500,0,0,0,103500,25115.35,7,75,TRUE,0.00166719192050292
"BR0260","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref RZ3","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites Salados","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",199,2.7,393,255,209,398.4,260.4,214.4,1800,800,1200,8,2,4,64,0.823799125333333,20944935,22242576.384,1728000000,1.3176,0.06,730,98.0477064220183,16557,0,0,0,16557,0,0,0,16557,0,0,0,0,259,0,259,0,0,0,6953.94,0,0,0,0,38850,0,38850,6953.94,8,87.5,TRUE,0.000790501378973007
"BR0261","BonsaiPremium Gajos de brocoli 5 x 2,5 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"83d3c7c10fbc6fe2e476fd8c600855e2",102,2.7,393,255,194,398.4,260.4,199.4,1800,800,1200,9,2,4,72,0.861934416,19441710,20686425.984,1728000000,1.3176,0.06,730,98.0477064220183,28626,0,0,0,28626,0,24918,3708,0,0,0,347,52,0,0,399,0,10465.56,1779.84,0,0,0,52050,7800,0,0,59850,12245.4,9,100,FALSE,0.00147240134741234
"BR0262","BonsaiVegetales Cubos de brocoli 11 x 1 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",11,"11 X 1 KG",11,1,"83d3c7c10fbc6fe2e476fd8c600855e2",102,2.7,393,255,194,398.4,260.4,199.4,1800,800,1200,9,2,4,72,0.861934416,19441710,20686425.984,1728000000,1.3176,0.06,730,98.0477064220183,9883,0,0,0,9883,0,9883,0,0,0,0,138,0,0,0,138,0,4150.86,0,0,0,0,20700,0,0,0,20700,4150.86,9,88,TRUE,0.000508340058564807
"BR0263","5 bolsas de 2,5 kg | Bastones rectos de brocoli | Ref 2YG","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"b9470f0403af99853ed89bcf86be3235",148,4.1,383,248,194,391.2,256.2,202.2,1800,800,1200,8,2,4,64,0.750577184,18426896,20265583.968,1728000000,1.2948,0.08,1200,158.385321100917,47162,0,0,0,47162,47162,0,0,0,0,737,0,0,0,0,737,30655.3,0,0,0,0,110550,0,0,0,0,110550,30655.3,8,87.5,TRUE,0.00255941098272872
"BR0264","5 bolsas de 2,5 kg | Bastones rectos de brocoli | Ref GW2","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"1a3ffa8018de4637afcdd1e390e2602a",14,4.1,383,248,199,391.2,256.2,207.2,1800,800,1200,8,2,4,64,0.769137450666667,18901816,20766711.168,1728000000,1.2948,0.08,1200,158.385321100917,163709,0,0,0,163709,96397,0,0,67312,0,1507,0,0,1052,0,2559,50126.44,0,0,35002.24,0,226050,0,0,157800,0,383850,85128.68,8,87.5,TRUE,0.00866101966075641
