"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total"
"BR0130","Espirales de brocoli - clasico - Caja de 13 packs de 0,75 kg | Ref G3W","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"4989f7c44b56191eebb2c0b95763c0db",0,116047,0,0,116047,0,116047,0,0,0,0,2764,0,0,0,2764,0,55702.56,0,0,0,0,414600,0,0,0,414600,55702.56
"BR0131","Bastones rectos de brocoli - clasico - Caja de 13 packs de 1,25 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",16.25,"13 X 1,25 KG",13,1.25,"3256a5fed07b421a92abee44a3d93243",0,49927,0,0,49927,0,0,0,0,49927,0,0,0,0,1387,1387,0,0,0,0,29956.2,0,0,0,0,208050,208050,29956.2
"BR0132","Croquetas de brocoli - clasico - Caja de 11 packs de 1 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"34dbd33aabcf7123c6ee197304f6312d",44079,0,0,0,44079,6883,15672,10257,5166,6101,123,280,184,93,109,789,4542.78,9403.2,6769.62,3409.56,4026.66,18450,42000,27600,13950,16350,118350,28151.82
"BR0133","5 bolsas de 2,5 kg | Croquetas de brocoli","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"34dbd33aabcf7123c6ee197304f6312d",17249,0,117,0,17366,2712,6174,4041,2035,2404,49,111,73,37,43,313,1789.92,3704.4,2667.06,1343.1,1586.64,7350,16650,10950,5550,6450,46950,11091.12
"BR0134","11 bolsas de 1,25 kg | Bastones rectos de brocoli | Ref GRR","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",13.75,"11 X 1,25 KG",11,1.25,"b10375e57c7a7f209de7bf3aec5aa29f",0,0,913986,1620,915606,827898,0,87708,0,0,17248,0,1828,0,0,19076,376693.59,0,51309.18,0,0,2587200,0,274200,0,0,2861400,428002.77
"BR0135","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref WKT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"e205014ff79e36431f829f1fab46061c",1,0,46668,0,46669,46669,0,0,0,0,973,0,0,0,0,973,30334.85,0,0,0,0,145950,0,0,0,0,145950,30334.85
"BR0136","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref R5M","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"4d0dc68792c8a76defd00faaff677665",2,0,175960,0,175962,101927,74035,0,0,0,2124,1543,0,0,0,3667,57079.12,46642.05,0,0,0,318600,231450,0,0,0,550050,103721.17
"BR0136XL","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref R5M XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"584c93c412f45cd05fb6c4c753038aa1",2,0,188628,0,188630,109265,79365,0,0,0,2277,1654,0,0,0,3931,61188.4,49999.95,0,0,0,341550,248100,0,0,0,589650,111188.35
"BR0137","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref BLU","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"cd9c1ebb698c60a0d79bc82cf70c2404",591,0,371434,676,372701,0,347390,25311,0,0,0,8685,633,0,0,9318,0,166747.2,15186.6,0,0,0,1302750,94950,0,0,1397700,181933.8
"BR0138","2 bolsas de 2,5 kg | Rosti de brocoli","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",1754,0,0,0,1754,1754,0,0,0,0,20,0,0,0,0,20,1227.8,0,0,0,0,3000,0,0,0,0,3000,1227.8
"BR0139","BonsaiPremium Rodajas de brocoli con cabo 5 x 1,75 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"c9eb200a8d16b9dc82e130d6874c099c",68737,640,2371,0,71748,0,71748,0,0,0,0,1993,0,0,0,1993,0,38743.92,0,0,0,0,298950,0,0,0,298950,38743.92
"BR0140","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref SDH","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"5914abeae491eab8612131985b15994f",0,16510,0,0,16510,0,16510,0,0,0,0,295,0,0,0,295,0,8585.2,0,0,0,0,44250,0,0,0,44250,8585.2
"BR0141","13 bolsas de 0,5 kg | Brocoli en rejilla | Ref QNX","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13x0,5 kg",13,0.5,"5914abeae491eab8612131985b15994f",0,57749,0,0,57749,0,57749,0,0,0,0,1032,0,0,0,1032,0,30029.48,0,0,0,0,154800,0,0,0,154800,30029.48
"BR0142","Brocoli en rejilla - clasico - Caja de 11 packs de 1 kg | Ref M9P","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11X1,0 KG",11,1,"8f26468860664ecfed551104179d7f3e",29780,0,0,0,29780,0,29780,0,0,0,0,745,0,0,0,745,0,19357,0,0,0,0,111750,0,0,0,111750,19357
"BR0143","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref GW8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"cc0d190e9c91b2ee40868981c9f6d0f6",1,0,280408,0,280409,0,0,0,280409,0,0,0,0,5842,0,5842,0,0,0,157029.04,0,0,0,0,876300,0,876300,157029.04
"BR0144","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"1e68edd4dd3edf793634e204ec225c3b",145057,0,142,0,145199,0,0,0,145199,0,0,0,0,2269,0,2269,0,0,0,81311.44,0,0,0,0,340350,0,340350,81311.44
"BR0145","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref AS7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"952d7cb277c22fee189451276b46d536",75881,0,6659,0,82540,0,54263,4459,23818,0,0,754,62,331,0,1147,0,31743.855,3188.185,15481.7,0,0,113100,9300,49650,0,172050,50413.74
"BR0146","Bastones rectos de brocoli 9x18 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"ddc544b82bb095f53666029f60d7e482",72723,0,612,0,73335,0,16673,0,56662,0,0,309,0,1050,0,1359,0,11921.195,0,33147.27,0,0,46350,0,157500,0,203850,45068.465
"BR0147","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref VXL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",848709,0,5662,521,854892,0,546731,308161,0,0,0,8543,4816,0,0,13359,0,248762.605,160243.72,0,0,0,1281450,722400,0,0,2003850,409006.325
"BR0148","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",270283,0,53794,711,324788,0,192086,132702,0,0,0,2668,1844,0,0,4512,0,99884.72,69005.04,0,0,0,400200,276600,0,0,676800,168889.76
"BR0149","5 bolsas de 2,5 kg | Bastones rectos de brocoli 13x13 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",36155,0,0,0,36155,0,0,36155,0,0,0,0,503,0,0,503,0,0,21150.675,0,0,0,0,75450,0,0,75450,21150.675
"BR0150","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref XV0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"631adf6ff70b5781bcd77a8f20a140e0",119670,0,14610,0,134280,0,104569,29711,0,0,0,1634,465,0,0,2099,0,54375.88,19312.15,0,0,0,245100,69750,0,0,314850,73688.03
"BR0151","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref QIL","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",9270,0,86155,0,95425,0,0,95425,0,0,0,0,1705,0,0,1705,0,0,43418.375,0,0,0,0,255750,0,0,255750,43418.375
"BR0152","Bastones rectos de brocoli 9x9 mm - sazonado - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",118353,0,0,0,118353,0,0,118353,0,0,0,0,1850,0,0,1850,0,0,61543.56,0,0,0,0,277500,0,0,277500,61543.56
"BR0153","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref V9S","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"a81b2225c037d3a9acb4e700a03958ae",157859,0,15345,0,173204,0,0,173204,0,0,0,0,3093,0,0,3093,0,0,90066.08,0,0,0,0,463950,0,0,463950,90066.08
"BR0154","Bastones rectos de brocoli 6x6 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",172895,0,9735,0,182630,0,106658,75972,0,0,0,1667,1188,0,0,2855,0,48529.39,39505.44,0,0,0,250050,178200,0,0,428250,88034.83
"BR0155","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2.5 KG",2.5,2.5,"27cfee279bf2517d910cfab7c0b51213",17826,0,36184,0,54010,0,54010,0,0,0,0,844,0,0,0,844,0,31595.85,0,0,0,0,126600,0,0,0,126600,31595.85
"BR0156","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref MBF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",7162,0,8786,0,15948,0,0,15948,0,0,0,0,222,0,0,222,0,0,9329.58,0,0,0,0,33300,0,0,33300,9329.58
"BR0157","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",145653,0,311710,0,457363,0,0,457363,0,0,0,0,9529,0,0,9529,0,0,208100.165,0,0,0,0,1429350,0,0,1429350,208100.165
"BR0158","Cubos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"4f08f853cf7f9be28571df66a50bc322",14567,0,3885,0,18452,0,18452,0,0,0,0,231,0,0,0,231,0,10794.42,0,0,0,0,34650,0,0,0,34650,10794.42
"BR0159","BonsaiGreen Gajos de brocoli sazonado 5 x 2,5 kg | Ref PO5","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5x2,5 kg",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",210670,0,116562,0,327232,0,327232,0,0,0,0,4091,0,0,0,4091,0,148890.56,0,0,0,0,613650,0,0,0,613650,148890.56
"BR0160","Gajos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",83389,0,76978,0,160367,0,160367,0,0,0,0,2005,0,0,0,2005,0,72966.985,0,0,0,0,300750,0,0,0,300750,72966.985
"BR0161","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",20307,0,3310,0,23617,3688,8397,5495,2768,3269,52,117,77,39,46,331,2636.92,4366.44,2857.4,1979.12,2337.335,7800,17550,11550,5850,6900,49650,14177.215
"BR0162","11 bolsas de 1 kg | Tortitas de brocoli | Ref 1Y4","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"4e4ab9c5dd0e741b2d59dd243d6a270a",25936,0,85023,0,110959,110959,0,0,0,0,1982,0,0,0,0,1982,62137.04,0,0,0,0,297300,0,0,0,0,297300,62137.04
"BR0163","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ad99ed562d5d808977b10fa512bfde8b",54508,0,1126,0,55634,0,55634,0,0,0,0,870,0,0,0,870,0,32545.89,0,0,0,0,130500,0,0,0,130500,32545.89
"BR0164","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb8c91d6266d086a541d9c7411a9d92f",8674,0,173,0,8847,0,8847,0,0,0,0,101,0,0,0,101,0,6325.605,0,0,0,0,15150,0,0,0,15150,6325.605
"BR0165","Mini tortitas de brocoli - clasico - Caja de 5 packs de 2,5 kg","Mini tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"6d3b65a1af8cc152d64aed67c4b13230",202,0,12284,0,12486,12486,0,0,0,0,196,0,0,0,0,196,9614.22,0,0,0,0,29400,0,0,0,0,29400,9614.22
"BR0166","Bocados de brocoli con mozzarella - clasico - Caja de 5 packs de 1 kg | Ref JW3","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",20501,0,9443,0,29944,4676,10646,6968,3509,4145,54,121,80,40,48,343,3343.34,7611.89,4982.12,2508.935,2155.4,8100,18150,12000,6000,7200,51450,20601.685
"BR0167","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4c00c9ca639e09b29ebaf3d4ce15c111",3705,0,0,0,3705,579,1317,862,434,513,9,20,14,7,8,58,382.14,869.22,568.92,286.44,338.58,1350,3000,2100,1050,1200,8700,2445.3
"BR0168","Aros de brocoli - crocante - Caja de 5 packs de 1 kg","Aros de brocoli","Co-produccion","Snacks y aperitivos - Aros y Vegetales","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"7a36a62f118b7544b9313b676a30ea35",43270,0,2963,3548,49781,7774,17699,11584,5834,6890,122,277,181,92,108,780,5558.41,12654.785,8282.56,4171.31,4926.35,18300,41550,27150,13800,16200,117000,35593.415
"BR0169","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref OB2","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"be032c6684b548fff0bd0e094da34f35",20013,0,910,0,20923,20923,0,0,0,0,327,0,0,0,0,327,14646.1,0,0,0,0,49050,0,0,0,0,49050,14646.1
"BR0170","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",4129,0,3241,0,7370,1151,2620,1715,864,1020,14,30,20,10,12,86,822.965,1873.3,1226.225,617.76,530.4,2100,4500,3000,1500,1800,12900,5070.65
"BR0171","BonsaiGreen Gajos de brocoli sazonado 11 x 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11x1,0 kg",11,1,"519a80871f454928779db9ed3e039e2b",1310,0,53620,0,54930,0,54930,0,0,0,0,687,0,0,0,687,0,34605.9,0,0,0,0,103050,0,0,0,103050,34605.9
"BR0172","BonsaiGreen Dippers de brocoli 5 x 1,75 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,8kg",5,1.8,"414d4cf5c1bc8a346f7e4445ede7acbd",39018,0,0,0,39018,0,24528,14490,0,0,0,438,259,0,0,697,0,14348.88,6592.95,0,0,0,65700,38850,0,0,104550,20941.83
"BR0173","5 bolsas de 1,75 kg | Bastones rectos de brocoli 9x9 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.75,"5 X 1,75 KG",5,1.75,"bdefb2124af27fa9ca0fa5d293a18aa4",329481,0,0,0,329481,0,216546,112935,0,0,0,3384,1765,0,0,5149,0,112603.92,58726.2,0,0,0,507600,264750,0,0,772350,171330.12
"BR0174","Gajos de brocoli - sazonado - Caja de 5 packs de 1,75 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1.8 KG",1.75,1.75,"116dda17a7b7fb82c62f462ef4a94218",49557,0,0,0,49557,0,49557,0,0,0,0,620,0,0,0,620,0,22548.435,0,0,0,0,93000,0,0,0,93000,22548.435
"BR0175","Brocoli en rejilla - sazonado - Caja de 5 packs de 1,75 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"2060590a59a5c59ff1bb32dbffe1028b",18028,0,0,0,18028,0,18028,0,0,0,0,376,0,0,0,376,0,8202.74,0,0,0,0,56400,0,0,0,56400,8202.74
"BR0176","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5x1,0 kg",5,1,"1e4959b0a5703ba491bdc303578ad11c",1,0,18641,0,18642,2911,6628,4338,2185,2580,37,83,55,28,33,236,1921.26,3579.12,2602.8,1442.1,1702.8,5550,12450,8250,4200,4950,35400,11248.08
"BR0177","BonsaiVegetales Bocados de brocoli con mozzarella 5 x 1 kg","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",2754,0,0,0,2754,430,979,641,323,381,6,13,9,5,5,38,283.8,528.66,384.6,213.18,251.46,900,1950,1350,750,750,5700,1661.7
"BR0178","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4b244c7cfb71e51bf24fcc396d19c509",69953,0,5263,0,75216,11746,26742,17502,8815,10411,147,335,219,111,131,943,7047.6,14440.68,9451.08,5289,6246.6,22050,50250,32850,16650,19650,141450,42474.96
"BR0179","BonsaiVegetales Bocados de brocoli con queso suizo 5 x 1 kg","Bocados de brocoli con queso suizo","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1aef9680c5b131e489d3ac61e5ace43f",10579,0,15920,0,26499,4138,9421,6166,3106,3668,48,108,71,36,42,305,3186.26,7254.17,4747.82,2391.62,2824.36,7200,16200,10650,5400,6300,45750,20404.23
"BR0180","BonsaiVegetales Bocados de brocoli con queso crema picante 5 x 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",34641,0,0,0,34641,5409,12316,8061,4060,4795,68,154,101,51,60,434,3569.94,6650.64,4836.6,2679.6,3164.7,10200,23100,15150,7650,9000,65100,20901.48
"BR0181","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5X 1,0 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",32220,0,190,0,32410,5061,11523,7542,3798,4486,64,145,95,48,57,409,3340.26,6222.42,4525.2,2506.68,2960.76,9600,21750,14250,7200,8550,61350,19555.32
"BR0182","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"a1c08078a73de9700accb1bfa9d293be",333606,0,1,5154,338761,52901,120441,78828,39703,46888,945,2151,1408,709,838,6051,28566.54,57811.68,42567.12,23821.8,28132.8,141750,322650,211200,106350,125700,907650,180899.94
"BR0183","BonsaiGreen Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref IGH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"fc6931875b8384c7bacd18bb4699795f",38855,0,0,0,38855,0,0,38855,0,0,0,0,608,0,0,608,0,0,20981.7,0,0,0,0,91200,0,0,91200,20981.7
"BR0184","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref PH8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"8850d576186653964c356b848cd2153a",5895,0,0,0,5895,0,3230,2665,0,0,0,51,42,0,0,93,0,2309.45,1905.475,0,0,0,7650,6300,0,0,13950,4214.925
"BR0185","BonsaiGreen Brocoli zigzag 5 x 2,5 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"78476d2a5588a720c7742ab9b866c42e",47249,0,0,0,47249,0,0,47249,0,0,0,0,985,0,0,985,0,0,19844.58,0,0,0,0,147750,0,0,147750,19844.58
"BR0186","5 bolsas de 2,5 kg | Mix crujiente de brocoli","Mix crujiente de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",79869,0,2,0,79871,0,2196,77675,0,0,0,35,1214,0,0,1249,0,1284.66,40391,0,0,0,5250,182100,0,0,187350,41675.66
"BR0187","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 2QK","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",614,0,0,0,614,614,0,0,0,0,13,0,0,0,0,13,405.24,0,0,0,0,1950,0,0,0,0,1950,405.24
"BR0188","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"d31c61f54dfba12e6064bda2c75bc9f2",169127,3,1583,0,170713,26659,60694,39724,20008,23628,371,843,552,278,329,2373,15995.4,32774.76,23834.4,12004.8,14176.8,55650,126450,82800,41700,49350,355950,98786.16
"BR0189","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"37070e9f43f02e356af14131f16a3112",528201,0,32401,0,560602,0,560602,0,0,0,0,10011,0,0,0,10011,0,235452.84,0,0,0,0,1501650,0,0,0,1501650,235452.84
"BR0190","5 bolsas de 2,5 kg | Corte rustico de brocoli | Ref 97Y","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5kg",5,2.5,"37070e9f43f02e356af14131f16a3112",17369,0,0,0,17369,0,17369,0,0,0,0,311,0,0,0,311,0,7294.98,0,0,0,0,46650,0,0,0,46650,7294.98
"BR0191","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 11C","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fc6931875b8384c7bacd18bb4699795f",88246,0,0,0,88246,40731,0,47515,0,0,637,0,743,0,0,1380,19550.88,0,25658.1,0,0,95550,0,111450,0,0,207000,45208.98
"BR0192","5 bolsas de 2,5 kg | Bastones rectos de brocoli | Ref GXS","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"1a3ffa8018de4637afcdd1e390e2602a",93709,0,0,75,93784,0,0,0,0,93784,0,0,0,0,1466,1466,0,0,0,0,54863.64,0,0,0,0,219900,219900,54863.64
