"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_por_pallet"
"BR0206","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm crocante","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5x2,5 kg",5,2.5,"48d2fa87ef6ac189e633680672b6132e",52,4.1,386,286,199,394.2,294.2,207.2,1800,800,1200,8,2,4,64,0.889990304,21968804,24029738.208,1728000000,1.3768,0.08,1200,168.415902140673,0,625956,7992264,0,306132,0.65,966804.8,0.715,0.52,0.455,0.715,0.585,10,-20,-30,10,-10,150
"BR0207","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref M67","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5 X 2,5 KG",5,2.5,"48d2fa87ef6ac189e633680672b6132e",52,4.1,386,286,199,394.2,294.2,207.2,1800,800,1200,8,2,4,64,0.889990304,21968804,24029738.208,1728000000,1.3768,0.08,1200,168.415902140673,0,625956,7992264,0,306132,0.65,966804.8,0.715,0.52,0.455,0.715,0.585,10,-20,-30,10,-10,150
"BR0208","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref XJG","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0209","BonsaiPremium Bastones rectos de brocoli 13x13 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"bbc4a9c702728931b676523ffd513a75",149,4.1,384,284,179,392.2,292.2,187.2,1800,800,1200,9,2,4,72,0.893886552,19521024,21453277.248,1728000000,1.3688,0.08,1200,167.437308868502,5848,13316,32256,4390,880334,0.65,304246.8,0.715,0.715,0.715,0.715,0.52,10,10,10,10,-20,150
"BR0209XL","BonsaiPremium Bastones rectos de brocoli 13x13 mm 5 x 2,5 kg XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"f324c5af11a778e41d0ca8572b5187bb",198,4.1,384,286,184,392.2,294.2,192.2,1800,800,1200,9,2,4,72,0.924043463666667,20207616,22177043.128,1728000000,1.3728,0.08,1200,167.926605504587,3168,7211,4720,2377,2807,0.65,13183.95,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0210","5 bolsas de 2,5 kg | Bastones rectos de brocoli 16x18 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",84,4.1,388,288,169,396.2,296.2,177.2,1800,800,1200,10,2,4,80,0.962741054074074,18884736,20795206.768,1728000000,1.3848,0.08,1200,169.394495412844,324296,0,0,0,819764,0.65,185909.75,0.585,0.715,0.715,0.715,0.52,-10,10,10,10,-20,150
"BR0211","Bastones rectos de brocoli 16x18 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5x2,5 kg",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",84,4.1,388,288,169,396.2,296.2,177.2,1800,800,1200,10,2,4,80,0.962741054074074,18884736,20795206.768,1728000000,1.3848,0.08,1200,169.394495412844,324296,0,0,0,819764,0.65,185909.75,0.585,0.715,0.715,0.715,0.52,-10,10,10,10,-20,150
"BR0212","BonsaiGreen Brocoli zigzag 9x9 mm 5 x 2,5 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"c4661c6946240f8ff854e9255c97cbc9",157,4.1,388,288,353,396.2,296.2,361.2,1800,800,1200,4,2,4,32,0.784970809777778,39445632,42388423.728,1728000000,1.3848,0.08,1200,169.394495412844,0,0,0,0,41492,0.65,26969.8,0.715,0.715,0.715,0.715,0.65,10,10,10,10,0,150
"BR0213","Espirales de brocoli - sazonado - Caja de 11 packs de 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"6f0bc5eabea0d399e9342acf41bcb33b",93,2.7,395,296,194,400,301.4,199.4,1800,800,1200,9,2,3,54,0.7512395,22682480,24039664,1728000000,1.4028,0.06,730,104.387767584098,0,112260,0,0,26096,0.6,41506.8,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0214","11 bolsas de 0,5 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"5e09543a8b7a6614f447c98559a39851",74,2.7,395,296,178,400,301.4,183.4,1800,800,1200,9,2,3,54,0.6909595,20811760,22110704,1728000000,1.4028,0.06,730,104.387767584098,0,184470,0,0,0,0.6,36894,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0215","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref WRG","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"5e09543a8b7a6614f447c98559a39851",74,2.7,395,296,178,400,301.4,183.4,1800,800,1200,9,2,3,54,0.6909595,20811760,22110704,1728000000,1.4028,0.06,730,104.387767584098,0,184470,0,0,0,0.6,36894,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0216","Tiras para dip de brocoli - con sal - Caja de 11 packs de 0,5 kg","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0217","BonsaiGreen Brocoli zigzag sazonado 9 x 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,8kg",9,0.8,"1d004a15dfa567347fd4f43b42afd3a4",18,2.7,395,296,163,400,301.4,168.4,1800,800,1200,10,2,3,60,0.704941111111111,19057960,20302304,1728000000,1.4028,0.06,730,104.387767584098,0,28667,0,0,0,0.6,17200.2,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0218","BonsaiGreen Bastones rectos de brocoli 16x18 mm con cabo 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"cb9988b0557e22e3abc2bbe0a56967d0",163,4.1,386,286,169,394.2,294.2,177.2,1800,800,1200,10,2,4,80,0.95141338,18656924,20550529.008,1728000000,1.3768,0.08,1200,168.415902140673,27930,0,0,0,3924,0.65,10352.55,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0219","BonsaiGreen Tiras para dip de brocoli con sal 9 x 0,75 kg","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"ce1ff894a22d25ca524b3e3a26227ec6",166,2.7,395,296,158,400,301.4,163.4,1800,800,1200,11,2,3,66,0.752411611111111,18473360,19699504,1728000000,1.4028,0.06,730,104.387767584098,0,50402,0,0,0,0.6,30241.2,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0220","9 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,0,791915,256610,0,0,0.6,125823,0.66,0.48,0.54,0.66,0.66,10,-20,-10,10,10,150
"BR0221","BonsaiGreen Espirales de brocoli sazonado 9 x 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"74199034c698427710e01bb0d15604d8",95,2.7,393,255,173,398.4,260.4,178.4,1800,800,1200,10,2,4,80,0.856843306666667,17337195,18507815.424,1728000000,1.3176,0.06,730,98.0477064220183,0,75581,158633,0,0,0.6,140528.4,0.66,0.54,0.48,0.66,0.66,10,-10,-20,10,10,150
"BR0222","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",83,2.7,393,255,199,398.4,260.4,204.4,1800,800,1200,8,2,4,64,0.785375658666667,19942785,21205142.784,1728000000,1.3176,0.06,730,98.0477064220183,0,405756,39802,0,0,0.6,133667.4,0.66,0.48,0.66,0.66,0.66,10,-20,10,10,10,150
"BR0223","Brocoli zigzag - clasico - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,0,791915,256610,0,0,0.6,125823,0.66,0.48,0.54,0.66,0.66,10,-20,-10,10,10,150
"BR0224","9 bolsas de 0,5 kg | Dippers de brocoli","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"3ef63ea58bdc563a0f889a62b3874119",47,2.7,393,255,148,398.4,260.4,153.4,1800,800,1200,11,2,4,88,0.810446970666667,14831820,15914231.424,1728000000,1.3176,0.06,730,98.0477064220183,0,36919,0,0,0,0.6,22151.4,0.66,0.6,0.66,0.66,0.66,10,0,10,10,10,150
"BR0225","BonsaiGreen Corte rustico de brocoli 9 x 0,75 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"8f6cdeebd6a09f639e27ef1cbb567311",108,4.1,383,248,154,391.2,256.2,162.2,1800,800,1200,11,2,4,88,0.827880694666667,14627536,16256566.368,1728000000,1.2948,0.08,1200,158.385321100917,0,76037,0,0,0,0.65,49424.05,0.715,0.585,0.715,0.715,0.715,10,-10,10,10,10,150
"BR0226","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 11 packs de 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.25,"11 X 0,75 KG",11,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,0,791915,256610,0,0,0.6,125823,0.66,0.48,0.54,0.66,0.66,10,-20,-10,10,10,150
"BR0227","Brocoli zigzag - sazonado - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X0,8 KG",9,0.8,"8f61ca662a88d3f0432d0d6a0cfbf2ee",107,4.1,383,248,179,391.2,256.2,187.2,1800,800,1200,9,2,4,72,0.781758432,17002136,18762202.368,1728000000,1.2948,0.08,1200,158.385321100917,0,157748,0,0,0,0.65,51268.1,0.715,0.585,0.715,0.715,0.715,10,-10,10,10,10,150
"BR0228","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,0,791915,256610,0,0,0.6,125823,0.66,0.48,0.54,0.66,0.66,10,-20,-10,10,10,150
"BR0229","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",83,2.7,393,255,199,398.4,260.4,204.4,1800,800,1200,8,2,4,64,0.785375658666667,19942785,21205142.784,1728000000,1.3176,0.06,730,98.0477064220183,0,405756,39802,0,0,0.6,133667.4,0.66,0.48,0.66,0.66,0.66,10,-20,10,10,10,150
"BR0230","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 9 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",6.75,"9 X 0,75 KG",9,0.75,"ad82db0ca04dc6e4f24560b7e49b6000",137,2.7,395,296,138,400,301.4,143.4,1800,800,1200,12,2,3,72,0.720346,16134960,17288304,1728000000,1.4028,0.06,730,104.387767584098,0,511,1715,0,0,0.6,1335.6,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0231","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"a778b11e4e4ba54e29a39958cb07f4f2",127,2.7,395,296,168,400,301.4,173.4,1800,800,1200,10,2,3,60,0.725871666666667,19642560,20905104,1728000000,1.4028,0.06,730,104.387767584098,0,0,1903,0,0,0.6,1141.8,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0232","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref D2J","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,0,0,2340884,0,0,0.65,380393.65,0.715,0.715,0.455,0.715,0.715,10,10,-30,10,10,150
"BR0233","Brocoli en rejilla - sazonado - Caja de 5 packs de 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"02cf77de65b70dd77905e2e33d78478f",1,2.7,395,296,291,400,301.4,296.4,1800,800,1200,6,2,3,36,0.744458,34023720,35733984,1728000000,1.4028,0.06,730,104.387767584098,0,324352,1773376,0,2564276,0.6,504089.4,0.66,0.54,0.48,0.66,0.42,10,-10,-20,10,-30,150
"BR0234","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"ae072ed4f441d6f7ab5283589778daca",139,2.7,393,255,184,398.4,260.4,189.4,1800,800,1200,9,2,4,72,0.818708016,18439560,19648992.384,1728000000,1.3176,0.06,730,98.0477064220183,0,791915,256610,0,0,0.6,125823,0.66,0.48,0.54,0.66,0.66,10,-20,-10,10,10,150
"BR0235","5 bolsas de 2,5 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"c68517097037ec6420e21676ab2f1609",159,2.5,393,255,265,398,260,270,1800,800,1200,6,2,4,48,0.7761,26556975,27939600,1728000000,1.316,0.06,600,80.4892966360856,11326,0,0,0,0,0.6,6795.6,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0236","Rosti de brocoli - clasico - Caja de 5 packs de 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5kg",5,2.5,"6bf7838d3709d8f15fdad06ed6484d8e",88,2.5,393,255,260,398,260,265,1800,800,1200,6,2,4,48,0.761727777777778,26055900,27422200,1728000000,1.316,0.06,600,80.4892966360856,86330,0,0,0,0,0.6,51798,0.54,0.66,0.66,0.66,0.66,-10,10,10,10,10,150
"BR0237","BonsaiGreen Brocoli ondulado 5 x 2,5 kg","Brocoli ondulado","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"746ba2b15e87d0070b74ecc07f6ca350",96,4.1,388,288,229,396.2,296.2,237.2,1800,800,1200,7,2,4,56,0.902107926740741,25589376,27836473.168,1728000000,1.3848,0.08,1200,169.394495412844,0,0,16763,0,0,0.65,10895.95,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0238","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 1,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",8.75,"5 X 1,75 KG",5,1.75,"9c72b7ef9f82b991ef05900066e9dc1b",114,4.8,380,282,271,389.6,291.6,280.6,1800,800,1200,6,2,4,48,0.885506256,29040360,31878225.216,1728000000,1.3624,0.1,1550,215.261977573904,0,0,38285,0,0,0.7,26799.5,0.77,0.77,0.7,0.77,0.77,10,10,0,10,10,150
"BR0239","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",111,4.1,383,248,253,391.2,256.2,261.2,1800,800,1200,6,2,4,48,0.727191248,24030952,26178884.928,1728000000,1.2948,0.08,1200,158.385321100917,105,3830163,1214223,81,93,0.65,1093010.75,0.715,0.455,0.52,0.715,0.715,10,-30,-20,10,10,150
"BR0240","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",111,4.1,383,248,253,391.2,256.2,261.2,1800,800,1200,6,2,4,48,0.727191248,24030952,26178884.928,1728000000,1.2948,0.08,1200,158.385321100917,105,3830163,1214223,81,93,0.65,1093010.75,0.715,0.455,0.52,0.715,0.715,10,-30,-20,10,10,150
"BR0241","5 bolsas de 2,5 kg | Gajos de brocoli sazonado","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"537ef1ac28efdb45dee0d50d3e1f8274",65,4.8,380,282,251,389.6,291.6,260.6,1800,800,1200,6,2,4,48,0.822391056,26897160,29606078.016,1728000000,1.3624,0.1,1550,215.261977573904,0,21329,0,0,0,0.7,14930.3,0.77,0.7,0.77,0.77,0.77,10,0,10,10,10,150
"BR0242","5 bolsas de 1,75 kg | Rodajas de brocoli","Rodajas de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,0,441492,5720076,0,0,0.65,1001254.8,0.715,0.52,0.455,0.715,0.715,10,-20,-30,10,10,150
"BR0243","5 bolsas de 2,5 kg | Brocoli en rejilla sazonado, con cabo | Ref XZ2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,0,0,5957995,0,0,0.65,774539.35,0.715,0.715,0.455,0.715,0.715,10,10,-30,10,10,150
"BR0244","Espirales de brocoli - sazonado, con cabo - Caja de 5 packs de 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,0,441492,5720076,0,0,0.65,1001254.8,0.715,0.52,0.455,0.715,0.715,10,-20,-30,10,10,150
"BR0245","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref AD9","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"a49d6ed97efd5ce792072d9ef9acf630",124,4.6,378,245,235,387.2,254.2,244.2,1800,800,1200,7,2,4,56,0.778934327111111,21763350,24035687.808,1728000000,1.2828,0.1,1450,189.608562691131,20724,0,0,0,0,0.7,14506.8,0.7,0.77,0.77,0.77,0.77,0,10,10,10,10,150
"BR0246","Bocaditos inflados de brocoli - clasico - Caja de 11 packs de 1 kg","Bocaditos inflados de brocoli","Forma estable","Snacks y aperitivos - Base Brocoli","Snacks y aperitivos","Forma",11,"11 X 1 KG",11,1,"ef2c4cbdd2be88c4d7a73fe0a429c842",194,4.6,378,245,245,387.2,254.2,254.2,1800,800,1200,7,2,4,56,0.810831719703704,22689450,25019950.208,1728000000,1.2828,0.1,1450,189.608562691131,153351,0,0,0,0,0.7,107345.7,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0247","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 3BS","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2.5 KG",2.5,2.5,"5c09a821f787019adf0ee74c5cc31985",72,4.1,385,255,318,393.2,263.2,326.2,1800,800,1200,5,2,4,40,0.781447136296296,31219650,33758516.288,1728000000,1.3128,0.08,1200,160.587155963303,0,1321576,322352,0,0,0.65,534276.6,0.715,0.455,0.52,0.715,0.715,10,-30,-20,10,10,150
"BR0248","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref EBV","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,13730394,0,0,0,0,0.6,1517168.4,0.42,0.66,0.66,0.66,0.66,-30,10,10,10,10,150
"BR0249","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref MO1","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,3030744,317886,0,1089426,0.65,480789.4,0.715,0.455,0.585,0.715,0.52,10,-30,-10,10,-20,150
"BR0250","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref HQ9","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,3030744,317886,0,1089426,0.65,480789.4,0.715,0.455,0.585,0.715,0.52,10,-30,-10,10,-20,150
"BR0251","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref KYM","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 kg",5,2.5,"60f9d051a89c1302333f9987840f1831",78,4.1,385,255,328,393.2,263.2,336.2,1800,800,1200,5,2,4,40,0.80540321037037,32201400,34793418.688,1728000000,1.3128,0.08,1200,160.587155963303,0,2581514,0,0,0,0.65,838992.05,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0252","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 9HL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"60f9d051a89c1302333f9987840f1831",78,4.1,385,255,328,393.2,263.2,336.2,1800,800,1200,5,2,4,40,0.80540321037037,32201400,34793418.688,1728000000,1.3128,0.08,1200,160.587155963303,0,2581514,0,0,0,0.65,838992.05,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0253","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 6DP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,13730394,0,0,0,0,0.6,1517168.4,0.42,0.66,0.66,0.66,0.66,-30,10,10,10,10,150
"BR0254","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref 7FD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",103,2.5,395,264,330,400,269,335,1800,800,1200,5,2,4,40,0.834398148148148,34412400,36046000,1728000000,1.338,0.06,600,81.8348623853211,13730394,0,0,0,0,0.6,1517168.4,0.42,0.66,0.66,0.66,0.66,-30,10,10,10,10,150
