codigo_producto,candidate_id,costo_flete_usd,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg,capacidad_pallet_validada,costo_flete_usd_validado
BR0259,t3_0_c05529,103500.000000000000,par_factible,BR0281|BR0329,3.000000000000,393.463918085494,263.730513018633,237.947756656019,399.463918085494,269.730513018633,243.947756656019,2,4,7,56,136.431075337856,56,103500
BR0260,t3_0_c03395,38850.000000000000,par_factible,BR0106|BR0125,3.000000000000,393.679803576818,271.143676591170,214.833582632121,399.679803576818,277.143676591170,220.833582632121,2,4,8,64,137.986437007085,64,38850
BR0261,t3_0_c01179,59850.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,59850
BR0262,t3_0_c01179,20700.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,20700
BR0263,t3_0_c05467,88500.000000000000,par_factible,BR0263|BR0324,3.000000000000,393.029021458927,233.787292105319,200.542616533952,399.029021458927,239.787292105319,206.542616533952,2,5,8,80,130.237779265256,80,88500
BR0264,t3_0_c03114,307050.000000000000,par_factible,BR0097|BR0302,3.000000000000,393.794114158750,233.950962354025,209.483884683226,399.794114158750,239.950962354025,215.483884683226,2,5,8,80,130.427129507711,80,307050
BR0265,t3_0_c01331,114450.000000000000,par_factible,BR0023|BR0265,3.000000000000,393.259674904599,233.837820648833,190.052733420557,399.259674904599,239.837820648833,196.052733420557,2,5,9,90,130.295104848615,90,114450
BR0266,t3_0_c03929,102300.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,102300
BR0267,t3_0_c02740,503700.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,503700
BR0268,t3_0_c01885,613500.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,613500
BR0269,t3_0_c01179,190800.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,190800
BR0270,t3_0_c00182,104850.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,104850
BR0271,t3_0_c00182,107550.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,107550
BR0272,t3_0_c05690,104850.000000000000,par_factible,BR0305|BR0323,3.000000000000,393.397607007077,293.568154721256,249.904557806744,399.397607007077,299.568154721256,255.904557806744,2,4,7,56,142.500663579750,56,104850
BR0273,t3_0_c03328,63150.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,63150
BR0274,t3_0_c00215,51600.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,51600
BR0275,t3_0_c01885,115200.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,115200
BR0276,t3_0_c00017,113400.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,113400
BR0277,t3_0_c02740,249000.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,249000
BR0278,t3_0_c02740,213900.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,213900
BR0279,t3_0_c00215,243150.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,243150
BR0280,t3_0_c05690,234300.000000000000,par_factible,BR0305|BR0323,3.000000000000,393.397607007077,293.568154721256,249.904557806744,399.397607007077,299.568154721256,255.904557806744,2,4,7,56,142.500663579750,56,234300
BR0281,t3_0_c03328,46650.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,46650
BR0282,t3_0_c03929,62850.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,62850
BR0283,t3_0_c00244,58950.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,58950
BR0284,t3_0_c03328,134700.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,134700
BR0285,t3_0_c01885,16200.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,16200
BR0286,t3_0_c01885,5250.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,5250
BR0287,t3_0_c02740,346500.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,346500
BR0288,t3_0_c02148,273450.000000000000,par_factible,BR0050|BR0087,3.000000000000,393.091067535497,233.867256980065,227.079561543540,399.091067535497,239.867256980065,233.079561543540,2,5,7,70,130.266731548619,70,273450
BR0289,t3_0_c01232,87150.000000000000,par_factible,BR0021|BR0289,3.000000000000,392.822994214035,233.742158348144,211.031207366200,398.822994214035,239.742158348144,217.031207366200,2,5,8,80,130.186574168507,80,87150
BR0290,t3_0_c00012,107100.000000000000,optima_individual,BR0007,3.000000000000,393.879450675377,293.913580311683,293.899489682015,399.879450675377,299.913580311683,299.899489682015,2,4,6,48,142.669321938660,48,107100
BR0291,t3_0_c00182,111450.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,111450
BR0292,t3_0_c04025,193200.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,193200
BR0293,t3_0_c03328,153600.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,153600
BR0294,t3_0_c04817,17100.000000000000,par_factible,BR0171|BR0336,3.000000000000,393.960277591863,293.969291394342,177.655863693498,399.960277591863,299.969291394342,183.655863693498,2,4,9,72,142.697158431582,72,17100
BR0295,t3_0_c00962,74850.000000000000,par_factible,BR0014|BR0026,3.000000000000,393.709108395608,293.774039414591,232.891854981838,399.709108395608,299.774039414591,238.891854981838,2,4,7,56,142.606144940952,56,74850
BR0296,t3_0_c00962,112950.000000000000,par_factible,BR0014|BR0026,3.000000000000,393.709108395608,293.774039414591,232.891854981838,399.709108395608,299.774039414591,238.891854981838,2,4,7,56,142.606144940952,56,112950
BR0297,t3_0_c00161,176550.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,176550
BR0298,t3_0_c00161,45150.000000000000,optima_individual,BR0164,3.000000000000,393.727283445585,293.788157533760,143.939735003316,399.727283445585,299.788157533760,149.939735003316,2,4,12,96,142.612728665482,96,45150
BR0299,t3_0_c03328,25800.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,25800
BR0300,t3_0_c02984,1007400.000000000000,par_factible,BR0091|BR0289,3.000000000000,392.728014516786,233.721351436929,216.275080893379,398.728014516786,239.721351436929,222.275080893379,2,5,8,80,130.162968336233,80,1007400
BR0301,t3_0_c02139,210300.000000000000,par_factible,BR0049|BR0339,3.000000000000,390.736060465176,233.523320860284,258.159669960407,396.736060465176,239.523320860284,264.159669960407,2,5,6,60,129.716488294162,60,210300
BR0302,t3_0_c03114,1393650.000000000000,par_factible,BR0097|BR0302,3.000000000000,393.794114158750,233.950962354025,209.483884683226,399.794114158750,239.950962354025,215.483884683226,2,5,8,80,130.427129507711,80,1393650
BR0303,t3_0_c00050,13200.000000000000,optima_individual,BR0043,3.000000000000,390.088347872810,233.458388343332,151.416841079885,396.088347872810,239.458388343332,157.416841079885,2,5,11,110,129.571198772818,110,13200
BR0304,t3_0_c00173,258600.000000000000,optima_individual,BR0178,3.000000000000,393.899158030004,265.854958477787,157.620258901912,399.899158030004,271.854958477787,163.620258901912,2,4,11,88,136.952927606575,88,258600
BR0305,t3_0_c05690,77400.000000000000,par_factible,BR0305|BR0323,3.000000000000,393.397607007077,293.568154721256,249.904557806744,399.397607007077,299.568154721256,255.904557806744,2,4,7,56,142.500663579750,56,77400
BR0306,t3_0_c00215,2385900.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,2385900
BR0307,t3_0_c00215,97050.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,97050
BR0308,t3_0_c03328,75150.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,75150
BR0309,t3_0_c01900,145350.000000000000,par_factible,BR0036|BR0220,3.000000000000,392.963977944114,270.919861172734,173.203626516496,398.963977944114,276.919861172734,179.203626516496,2,4,10,80,137.794869006730,80,145350
BR0310,t3_0_c02731,263400.000000000000,par_factible,BR0080|BR0363,3.000000000000,391.509154021161,270.418918157633,284.666922283448,397.509154021161,276.418918157633,290.666922283448,2,4,6,48,137.396139767485,48,263400
BR0310XL,t3_0_c03929,291600.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,291600
BR0311,t3_0_c03328,132300.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,132300
BR0312,t3_0_c03328,133050.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,133050
BR0313,t3_0_c03328,233100.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,233100
BR0314,t3_0_c01906,842700.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,842700
BR0314XL,t3_0_c01885,821700.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,821700
BR0315,t3_0_c01906,143550.000000000000,par_factible,BR0036|BR0286,3.000000000000,393.789976507924,292.399264052730,172.172392210324,399.789976507924,298.399264052730,178.172392210324,2,4,10,80,142.342351416669,80,143550
BR0316,t3_0_c00017,98850.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,98850
BR0317,t3_0_c00017,99750.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,99750
BR0318,t3_0_c00182,49950.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,49950
BR0319,t3_0_c00017,41700.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,41700
BR0320,t3_0_c03763,25800.000000000000,par_factible,BR0120|BR0184,3.000000000000,393.846318385460,293.882265270826,206.352365791362,399.846318385460,299.882265270826,212.352365791362,2,4,8,64,142.656182829562,64,25800
BR0321,t3_0_c02139,699300.000000000000,par_factible,BR0049|BR0339,3.000000000000,390.736060465176,233.523320860284,258.159669960407,396.736060465176,239.523320860284,264.159669960407,2,5,6,60,129.716488294162,60,699300
BR0322,t3_0_c00244,1093050.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,1093050
BR0323,t3_0_c05690,34350.000000000000,par_factible,BR0305|BR0323,3.000000000000,393.397607007077,293.568154721256,249.904557806744,399.397607007077,299.568154721256,255.904557806744,2,4,7,56,142.500663579750,56,34350
BR0324,t3_0_c01912,267150.000000000000,par_factible,BR0036|BR0324,3.000000000000,392.816671857971,263.672587953179,173.323471288646,398.816671857971,269.672587953179,179.323471288646,2,4,10,80,136.287309530328,80,267150
BR0325,t3_0_c01389,137550.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,137550
BR0326,t3_0_c05678,162900.000000000000,par_factible,BR0301|BR0326,3.000000000000,393.252702837035,233.836293299358,266.493450158913,399.252702837035,239.836293299358,272.493450158913,2,5,6,60,130.293372041897,60,162900
BR0327,t3_0_c00293,145950.000000000000,optima_individual,BR0327,3.000000000000,389.167844752098,232.941435956593,280.802884248491,395.167844752098,238.941435956593,286.802884248491,2,5,6,60,129.278139548950,60,145950
BR0328,t3_0_c02148,77550.000000000000,par_factible,BR0050|BR0087,3.000000000000,393.091067535497,233.867256980065,227.079561543540,399.091067535497,239.867256980065,233.079561543540,2,5,7,70,130.266731548619,70,77550
BR0329,t3_0_c02230,71700.000000000000,par_factible,BR0051|BR0245,3.000000000000,393.555282378015,232.973500554299,238.125950324208,399.555282378015,238.973500554299,244.125950324208,2,5,7,70,130.179159361269,70,71700
BR0330,t3_0_c02148,77400.000000000000,par_factible,BR0050|BR0087,3.000000000000,393.091067535497,233.867256980065,227.079561543540,399.091067535497,239.867256980065,233.079561543540,2,5,7,70,130.266731548619,70,77400
BR0331,t3_0_c02230,61200.000000000000,par_factible,BR0051|BR0245,3.000000000000,393.555282378015,232.973500554299,238.125950324208,399.555282378015,238.973500554299,244.125950324208,2,5,7,70,130.179159361269,70,61200
BR0332,t3_0_c02927,1981050.000000000000,par_factible,BR0089|BR0153,3.000000000000,393.707692424025,263.789457249705,246.609612684429,399.707692424025,269.789457249705,252.609612684429,2,4,7,56,136.492791661317,56,1981050
BR0333,t3_0_c02065,136350.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,136350
BR0334,t3_0_c01389,2127600.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,2127600
BR0335,t3_0_c02927,84900.000000000000,par_factible,BR0089|BR0153,3.000000000000,393.707692424025,263.789457249705,246.609612684429,399.707692424025,269.789457249705,252.609612684429,2,4,7,56,136.492791661317,56,84900
BR0336,t3_0_c00182,62850.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,62850
BR0337,t3_0_c02984,38700.000000000000,par_factible,BR0091|BR0289,3.000000000000,392.728014516786,233.721351436929,216.275080893379,398.728014516786,239.721351436929,222.275080893379,2,5,8,80,130.162968336233,80,38700
BR0338,t3_0_c01885,69450.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,69450
BR0339,t3_0_c05349,1654650.000000000000,par_factible,BR0239|BR0339,3.000000000000,392.065471387297,233.576210143892,262.412056686635,398.065471387297,239.576210143892,268.412056686635,2,5,6,60,129.998302808312,60,1654650
BR0340,t3_0_c02065,4051200.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,4051200
BR0340XL,t3_0_c01389,4252350.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,4252350
BR0341,t3_0_c02148,1118850.000000000000,par_factible,BR0050|BR0087,3.000000000000,393.091067535497,233.867256980065,227.079561543540,399.091067535497,239.867256980065,233.079561543540,2,5,7,70,130.266731548619,70,1118850
BR0342,t3_0_c05529,109050.000000000000,par_factible,BR0281|BR0329,3.000000000000,393.463918085494,263.730513018633,237.947756656019,399.463918085494,269.730513018633,243.947756656019,2,4,7,56,136.431075337856,56,109050
BR0343,t3_0_c04122,1073250.000000000000,par_factible,BR0137|BR0142,3.000000000000,392.984431148150,270.926903873598,329.725846264846,398.984431148150,276.926903873598,335.725846264846,2,4,5,40,137.800474695746,40,1073250
BR0344,t3_0_c02731,977250.000000000000,par_factible,BR0080|BR0363,3.000000000000,391.509154021161,270.418918157633,284.666922283448,397.509154021161,276.418918157633,290.666922283448,2,4,6,48,137.396139767485,48,977250
BR0345,t3_0_c05813,1971450.000000000000,par_factible,BR0345|BR0400,3.000000000000,393.891448512403,293.919553286123,311.631731930534,399.891448512403,299.919553286123,317.631731930534,2,4,5,40,142.672985712623,40,1971450
BR0346,t3_0_c00215,1073250.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,1073250
BR0347,t3_0_c04534,1022550.000000000000,par_factible,BR0151|BR0371,3.000000000000,393.288142989791,293.489681815439,243.106387964785,399.288142989791,299.489681815439,249.106387964785,2,4,7,56,142.462348203354,56,1022550
BR0348,t3_0_c04025,445950.000000000000,par_factible,BR0134|BR0399,3.000000000000,393.403325358649,293.531366951489,284.889912118574,399.403325358649,299.531366951489,290.889912118574,2,4,6,48,142.494329345727,48,445950
BR0349,t3_0_c00215,247500.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,247500
BR0350,t3_0_c03328,9000.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,9000
BR0351,t3_0_c03328,167850.000000000000,par_factible,BR0103|BR0281,3.000000000000,393.464172072871,293.587905218947,213.748735251768,399.464172072871,299.587905218947,219.748735251768,2,4,8,64,142.518261044097,64,167850
BR0352,t3_0_c02740,96150.000000000000,par_factible,BR0081|BR0115,3.000000000000,393.877441753675,271.234396359934,292.438073667139,399.877441753675,277.234396359934,298.438073667139,2,4,6,48,138.045225578489,48,96150
BR0353,t3_0_c02139,53400.000000000000,par_factible,BR0049|BR0339,3.000000000000,390.736060465176,233.523320860284,258.159669960407,396.736060465176,239.523320860284,264.159669960407,2,5,6,60,129.716488294162,60,53400
BR0354,t3_0_c02731,156600.000000000000,par_factible,BR0080|BR0363,3.000000000000,391.509154021161,270.418918157633,284.666922283448,397.509154021161,276.418918157633,290.666922283448,2,4,6,48,137.396139767485,48,156600
BR0355,t3_0_c01179,49950.000000000000,par_factible,BR0020|BR0336,3.000000000000,392.579922309114,270.660762454932,193.633529189483,398.579922309114,276.660762454932,199.633529189483,2,4,9,72,137.663746815829,72,49950
BR0356,t3_0_c01389,101700.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,101700
BR0357,t3_0_c02230,49500.000000000000,par_factible,BR0051|BR0245,3.000000000000,393.555282378015,232.973500554299,238.125950324208,399.555282378015,238.973500554299,244.125950324208,2,5,7,70,130.179159361269,70,49500
BR0358,t3_0_c00215,23400.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,23400
BR0359,t3_0_c02230,42300.000000000000,par_factible,BR0051|BR0245,3.000000000000,393.555282378015,232.973500554299,238.125950324208,399.555282378015,238.973500554299,244.125950324208,2,5,7,70,130.179159361269,70,42300
BR0360,t3_0_c00182,208800.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,208800
BR0361,t3_0_c00017,196050.000000000000,optima_individual,BR0010,3.000000000000,392.705408975371,292.983218032755,157.357544839731,398.705408975371,298.983218032755,163.357544839731,2,4,11,88,142.240289531344,88,196050
BR0362,t3_0_c03929,70800.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,70800
BR0363,t3_0_c03929,291900.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,291900
BR0364,t3_0_c00962,216000.000000000000,par_factible,BR0014|BR0026,3.000000000000,393.709108395608,293.774039414591,232.891854981838,399.709108395608,299.774039414591,238.891854981838,2,4,7,56,142.606144940952,56,216000
BR0365,t3_0_c01885,201150.000000000000,par_factible,BR0036|BR0146,3.000000000000,393.555692758424,293.708720516100,173.217411522359,399.555692758424,299.708720516100,179.217411522359,2,4,10,80,142.561550744522,80,201150
BR0366,t3_0_c00244,34350.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,34350
BR0367,t3_0_c00182,106350.000000000000,optima_individual,BR0188,3.000000000000,393.456657286200,293.559680438227,193.726211629175,399.456657286200,299.559680438227,199.726211629175,2,4,9,72,142.510974689962,72,106350
BR0368,t3_0_c04817,210000.000000000000,par_factible,BR0171|BR0336,3.000000000000,393.960277591863,293.969291394342,177.655863693498,399.960277591863,299.969291394342,183.655863693498,2,4,9,72,142.697158431582,72,210000
BR0369,t3_0_c03929,137850.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,137850
BR0370,t3_0_c00962,272100.000000000000,par_factible,BR0014|BR0026,3.000000000000,393.709108395608,293.774039414591,232.891854981838,399.709108395608,299.774039414591,238.891854981838,2,4,7,56,142.606144940952,56,272100
BR0371,t3_0_c00215,379350.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,379350
BR0372,t3_0_c03929,567450.000000000000,par_factible,BR0130|BR0136,3.000000000000,393.828921779431,293.877356999302,265.931420790883,399.828921779431,299.877356999302,271.931420790883,2,4,6,48,142.651635453959,48,567450
BR0373,t3_0_c00012,153600.000000000000,optima_individual,BR0007,3.000000000000,393.879450675377,293.913580311683,293.899489682015,399.879450675377,299.913580311683,299.899489682015,2,4,6,48,142.669321938660,48,153600
BR0374,t3_0_c00215,42900.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,42900
BR0375,t3_0_c00215,645600.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,645600
BR0376,t3_0_c00215,192600.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,192600
BR0377,t3_0_c00215,83700.000000000000,optima_individual,BR0238,3.000000000000,393.693335084587,293.762924302295,251.100144978147,399.693335084587,299.762924302295,257.100144978147,2,4,7,56,142.600663101390,56,83700
BR0378,t3_0_c02927,23700.000000000000,par_factible,BR0089|BR0153,3.000000000000,393.707692424025,263.789457249705,246.609612684429,399.707692424025,269.789457249705,252.609612684429,2,4,7,56,136.492791661317,56,23700
BR0379,t3_0_c01389,181950.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,181950
BR0380,t3_0_c01389,329250.000000000000,par_factible,BR0024|BR0272,3.000000000000,393.926643810439,271.254614848935,249.936472350173,399.926643810439,277.254614848935,255.936472350173,2,4,7,56,138.059378594814,56,329250
BR0381,t3_0_c02065,72600.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,72600
BR0382,t3_0_c02065,166950.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,166950
BR0383,t3_0_c02065,38700.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,38700
BR0384,t3_0_c02065,48150.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,48150
BR0385,t3_0_c02065,900.000000000000,par_factible,BR0048|BR0173,3.000000000000,393.379355375369,267.942798014790,218.900112316767,399.379355375369,273.942798014790,224.900112316767,2,4,8,64,137.272608924962,64,900
BR0386,t3_0_c00244,900.000000000000,optima_individual,BR0283,3.000000000000,393.987041795387,293.989934108923,218.995748919131,399.987041795387,299.989934108923,224.995748919131,2,4,8,64,142.706823450467,64,900
